"POLICY_ID","FULL_DOC_LINK","TITLE","DATE","SUBJECT","KEYWORDS","ABSTRACT","IS_RELEVANT"
"LEX-FAOC149060","http://extwprlegs1.fao.org/docs/pdf/per149060.pdf","Resolución Nº 233-2015-PRODUCE - Manual de operaciones del Programa Nacional de Diversificación Productiva.","2015","Agricultural & rural development","Sustainable development, Legal proceedings/administrative proceedings","La presente Resolución aprueba el Manual de operaciones del Programa Nacional de Diversificación Productiva, que es el documento técnico normativo de gestión institucional que establece la naturaleza, objetivos, dependencias, funciones, estructura orgánica, ámbito de competencias y principales procesos del del Plan Nacional de Diversificación Productiva (PNDP), que tiene la finalidad de promover, impulsar y ejecutar acciones en beneficio de las personas naturales y jurídicas que desarrollan acti",NA
"LEX-FAOC130033","http://extwprlegs1.fao.org/docs/pdf/per130033.pdf","Decreto Supremo Nº 130/13/PCM - Aporte por Regulación de OEFA a cargo de las Empresas del Sector Minería.","2013","Mineral resources","Mining, Oil, Inspection, Tax/levy, Institution, Business/industry/corporations, Legal proceedings/administrative proceedings, Royalties/fees","El presente Decreto Supremo aprueba el Aporte por Regulación del Organismo de Evaluación y Fiscalización Ambiental - OEFA a cargo de las Empresas del Sector Minería. La contribución denominada Aporte por Regulación del OEFA será calculado sobre su facturación mensual, deducido el Impuesto General a las Ventas y el Impuesto de Promoción Municipal.",NA
"LEX-FAOC104083","http://extwprlegs1.fao.org/docs/pdf/per104083.pdf","Ley Nº 29736 - Ley de reconversión productiva agropecuaria.","2011","Agricultural & rural development","Agricultural development, Financial agricultural measures, Non-governmental entity, Agricultural commodities, Credit, Subsidy/incentive","La presente Ley de reconversión productiva agropecuaria, declara de interés nacional y carácter prioritario la reconversión productiva agropecuaria como política permanente del Estado, destinada al cambio o transformación voluntaria hacia una producción agropecuaria diferente a la actual para innovar y agregar valor a la producción mediante la utilización de sistemas tecnológicos eficientes en toda la cadena productiva.",NA
"LEX-FAOC164069","http://extwprlegs1.fao.org/docs/pdf/mex164069.pdf","Convenio de Coordinación para realizar acciones de verificación e inspección vinculadas al control de la movilización agropecuaria, acuícola y pesquera, que celebran la Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación y el Estado de Campeche.","2016","Agricultural & rural development, Livestock, Food & nutrition, Fisheries, Cultivated plants","Agricultural commodities, Inspection, Sub-national agreement, Fish products, Aquaculture, Hygiene/sanitary procedures, Food quality control/food safety, Animal health, Pests/diseases, Plant protection","Mediante el presente Convenio la Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación y el Estado de Campeche establecen las bases para coordinar acciones para el adecuado control de la movilización agropecuaria nacional, a través del establecimiento, operación, mantenimiento y supervisión de los Puntos de Verificación e Inspección Interna, así como la realización de acciones de verificación e inspección en otros sitios que se determinen, ubicados en el Estado de Campeche",NA
"LEX-FAOC124115","http://extwprlegs1.fao.org/docs/pdf/per124115.pdf","Decreto Supremo Nº 017/10/MINCETUR - Estrategia Nacional de Promoción y Protección de los Productos Bandera.","2010","Agricultural & rural development","Agricultural development, Agricultural commodities, Consumer protection, Internal trade, International trade","El presente Decreto Supremo aprueba la Estrategia Nacional de Promoción y Protección de los Productos Bandera, elaborada por la Comisión Nacional de Productos Bandera (COPROBA).",NA
"LEX-FAOC071457","http://extwprlegs1.fao.org/docs/pdf/per71457.pdf","Ley Nº 27332 - Ley marco de los organismos reguladores de la inversión privada en los servicios públicos.","2000","Agricultural & rural development, Energy, Water, Waste & hazardous substances","Agricultural development, Financial agricultural measures, Transport/storage, Institution, Business/industry/corporations, Public private partnership (PPP), Energy conservation/energy production, Financing, Waste disposal, Waste domestic sources, Waste management, Water supply, Potable water, Sewerage","La presente Ley marco de los organismos reguladores de la inversión privada en los servicios públicos, establece en los respectivos ámbitos las funciones para supervisar, regular, normar y fiscalizar tal inversión. La presente Ley es de aplicación a los siguientes Organismos Reguladores: Organismo Supervisor de la Inversión Privada en Telecomunicaciones (OSIPTEL), Organismo Supervisor de la Inversión en Energia (OSINERG), Organismo Supervisor de la Inversión en Infraestructura de Transporte de U",NA
"LEX-FAOC110028","http://extwprlegs1.fao.org/docs/pdf/per110028.pdf","Resolución Nº 018/11/AG/SENASA/DSA - Requisitos sanitarios para la importación de determinadas mercancías pecuarias de origen y procedencia de Brasil.","2011","Livestock","Animal welfare, Non-edible products, Poultry, Swine, International trade, Pests/diseases, Hygiene/sanitary procedures","La presente Resolución establece los requisitos sanitarios específicos de cumplimiento obligatorio en la importación de hidrolizados de vísceras o hígados de aves y porcinos de origen y procedencia Brasil.",NA
"LEX-FAOC172155","http://extwprlegs1.fao.org/docs/pdf/per172155.pdf","Resolución Nº 114-2017-MINEDU - Lineamientos que orientan la Organización y Funcionamiento de Redes Educativas Rurales.","2017","Agricultural & rural development","Institution, Education","La presente Resolución aprueba los Lineamientos que orientan la Organización y Funcionamiento de Redes Educativas Rurales, con la finalidad de fortalecer la gestión de las instituciones educativas públicas de Educación Básica ubicadas en ámbitos rurales mediante su integración en redes educativas rurales.",NA
"LEX-FAOC022063","http://extwprlegs1.fao.org/docs/texts/chi22063.doc","Resolución Nº 568 - Regula aplicaciones aéreas de agroquímicos en la VII Región.","1999","Cultivated plants","Plant protection, Pesticides, Toxicity/poisoning","La presente Resolucion establece que toda aplicación aérea de agroquímicos en la Región del Maule, deberá ser notificada por escrito a la Oficina Salud del Ambiente correspondiente al área donde se realizará dicha aplicación. Para esto la empresa que realice la aplicación aérea deberá informar con 48 horas de antelación, el lugar, día y hora, donde se procederá a realizar dicha aplicación; cantidad de hectáreas a aplicar y productos agroquímicos a utilizar. Sólo se podrán utilizar aquellos produ",NA
"LEX-FAOC050486","http://extwprlegs1.fao.org/docs/pdf/mex50486.pdf","Ley de Desarrollo Rural Sustentable.","2001 (2017)","Agricultural & rural development","Basic legislation, Sustainable development, Agricultural development, Institution, Legal proceedings/administrative proceedings, Research, Agricultural commodities, Capacity building, Financial agricultural measures, Non-governmental entity, Soil conservation/soil improvement, Soil pollution/quality, Internal trade, Disasters, Extension, Access-to-information, Equipment, Less favoured areas, Gender and natural resources","La presente Ley está dirigida a promover el desarrollo rural sustentable del país, propiciar un medio ambiente adecuado, y garantizar la rectoría del Estado y su papel en la promoción de la equidad. Considera de interés público el desarrollo rural sustentable que incluye la planeación y organización de la producción agropecuaria, su industrialización y comercialización, y de los demás bienes y servicios, y todas aquellas acciones tendientes a la elevación de la calidad de vida de la población ru",NA
"LEX-FAOC104146","http://extwprlegs1.fao.org/docs/texts/per104146.doc","Resolución Nº 143/10/OS - Modifica la Resolución Nº 091/10/OS, Reglamento del Registro de Hidrocarburos de OSINERGMIN.","2010","Energy","Institution, Registration, Legal proceedings/administrative proceedings, Inspection, Authorization/permit, Offences/penalties, Natural gas, Oil","La presente Resolución modifica el Reglamento del Registro de Hidrocarburos de OSINERGMIN y la lista de Trámites Administrativos del Registro de Hidrocarburos, así como la tipificación de infracciones y sanciones de OSINERGMIN.",NA
"LEX-FAOC102540","http://extwprlegs1.fao.org/docs/pdf/per102540.pdf","Resolución Nº 018/11/AG/SENASA/DSV - Requisitos fitosanitarios para la importación de varas yemeras de mango de Australia.","2011","Cultivated plants","Plant protection, Pests/diseases, Planting material/seeds, Fruits/edible nuts, International trade","La presente Resolución establece los requisitos fitosanitarios específicos de cumplimiento obligatorio en la importación de varas yemeras de mango (Mangifera indica) de origen y procedencia Australia, acompañadas de certificación fitosanitaria que declare que el material se encuentra libre de Brevipalpus californicus, Brevipalpusobovatus, Neocalacarus mangifera, Scirtothrips dorsalis, Botryosphaeria dothidea, Elsinoe mangifera, Guignardia mangifera, Phomopsis mangiferae, Maconellicoccus hirsutus",NA
"LEX-FAOC035303","http://extwprlegs1.fao.org/docs/texts/els35303.doc","Decreto Legislativo Nº 844 - Ley de conservación de vida silvestre.","1994","Wild species & ecosystems","Basic legislation, Biodiversity, Wild fauna, Wild flora, Institution, Management/conservation, Hunting/capture, Wildlife products, Internal trade, Endangered species, Alien species, Authorization/permit, Offences/penalties, Protection of habitats","La presente Ley tiene por objeto la protección restauración, manejo, aprovechamiento y conservación de la vida silvestre, que incluye la regulación de actividades como la cacería, recolección y comercialización, así como las demás formas de uso y aprovechamiento de este recurso.",NA
"LEX-FAOC115348","http://extwprlegs1.fao.org/docs/pdf/per115348.pdf","Resolución Nº 255/12/AG - Normas para la Estimación de Intenciones de Siembra de principales cultivos de interés nacional y regional Campaña Agrícola 2012-2013.","2012","Cultivated plants","Plant production, Data collection/reporting","El presente Resolución aprueba la Directiva Sectorial denominada Normas para la Estimación de Intenciones de Siembra de principales cultivos de interés nacional y regional Campaña Agrícola 2012-2013, destinada a la producción de información estadística agraria en función de las políticas nacionales y regionales de producción agraria.",NA
"LEX-FAOC091561","http://extwprlegs1.fao.org/docs/pdf/per91561.pdf","Resolución Nº 032/09/AG/SENASA/DSV - Requisitos fitosanitarios para la importación de semillas botánicas de eucalypto de Colombia.","2009","Forestry","Plant protection, International trade, Standards, Certification, Planting material/seeds","La presente Resolución establece los requisitos fitosanitarios específicos de necesario cumplimiento en la importación de semillas botánicas de eucalypto (Eucalyptus spp.) de origen y procedencia de Colombia.",NA
"LEX-FAOC172047","http://extwprlegs1.fao.org/docs/pdf/per172047.pdf","Resolución Nº 083-2017-JUS - Modifica la Resolución Nº 292-2007-JUS, que crea el Programa Nacional de Enseñanza Legal para la Inclusión Social (PRONELIS).","2017","Agricultural & rural development","Institution, Education, Human rights, Capacity building, Poverty","La presente Resolución modifica la que crea el Programa Nacional de Enseñanza Legal para la Inclusión Social (PRONELIS), con el objeto de propiciar un mayor acercamiento de los conocimientos en derechos humanos y deberes fundamentales a la ciudadanía en general, con énfasis en la población en situación de vulnerabilidad.",NA
"LEX-FAOC039754","http://extwprlegs1.fao.org/docs/texts/chi39754.doc","Resolución Nº 1.245 - Control obligatorio de la avispa de la madera del pino.","2002","Forestry","Forestry protection measures, Pests/diseases","La presente Resolución declara el control obligatorio de la avispa de la madera del pino [Sirex noctilio Fabricius (Hymenoptera.: Siricidae)], fijando como área bajo cuarentena un radio de 50 kilómetros desde los brotes del insecto detectado en la IX Región.",NA
"LEX-FAOC133638","http://extwprlegs1.fao.org/docs/pdf/els133638.pdf","Decreto Legislativo Nº 790 - Ley de Creación del Sistema Salvadoreño para la Calidad.","2011","Agricultural & rural development, Environment gen., Food & nutrition","Agricultural development, Agricultural commodities, Internal trade, International trade, Institution, Inspection, Consumer protection, Environmental standards, Right to clean/healthy environment, Standards","La presente Ley de Creación del Sistema Salvadoreño para la Calidad, tiene como objetivos: a) integrar la infraestructura nacional de la calidad, encargada de desarrollar, fortalecer y facilitar la cultura de calidad, promoviendo la competitividad de los sectores productores, importadores, exportadores y comercializadores en general, de bienes y servicios, generando confianza en el intercambio de éstos; y b) contribuir a proteger los derechos de los consumidores y el goce a un medio ambiente san",NA
"LEX-FAOC142926","http://extwprlegs1.fao.org/docs/pdf/mex142926.pdf","Ley de fomento y protección de la vainilla.","1941","Cultivated plants","Plant production, Crops/grasses","Por la presente Ley se declaran de utilidad pública la extensión y mejoramiento del cultivo y producción de la vainilla en el Estado de Veracruz-Llave, quedando sujetos, tanto éstos como la compraventa de dicho producto a las presentes disposiciones. La Ley indica el período durante el cual podrá efectuarse la cosecha de vainilla, quedando prohibida su compraventa antes de la fecha indicada (arts. 3-5). Se prevé la integración de Juntas Protectoras del Cultivo, Producción, Industrialización y Co",NA
"LEX-FAOC178351","http://extwprlegs1.fao.org/docs/pdf/chi178351.pdf","Decreto Núm. 7 – Reglamento del Fondo para el Reciclaje.","2017","Environment gen., Waste & hazardous substances","Special fund, Polluter pays principle, Precautionary principle, Waste disposal, Waste management, Waste prevention, Recycling/reuse","Por la Ley Nº 20.920 se estableció un fondo, a cargo del Ministerio del Medio Ambiente, destinado a financiar proyectos, programas y acciones para prevenir la generación de residuos y fomentar su reutilización, reciclaje y otro tipo de valorización, ejecutados por municipalidades o asociaciones de éstas. El presente Decreto reglamenta el funcionamiento de dicho fondo, con especial atención a los recursos del mismo y a las líneas a las que deben ajustarse los proyectos, programas y acciones elegi",NA
"LEX-FAOC088004","http://extwprlegs1.fao.org/docs/pdf/gua88004.pdf","Decreto Nº 13-2009: Ley que prohíbe el uso, comercialización y producción de plaguicidas que contengan el ingrediente activo Metamidofos (Methamidophos).","2009","Cultivated plants, Waste & hazardous substances","Pesticides, Hazardous substances","En virtud del presente Decreto quedan prohibidos el uso, la comercialización y la producción de plaguicidas de uso agrícola que contengan el ingrediente activo Metamidofos, con la excepción de la utilización con fines de investigación o productos de laboratorio.",NA
"LEX-FAOC113619","http://extwprlegs1.fao.org/docs/pdf/per113619.pdf","Decreto Supremo Nº 013-2012-VIVIENDA - Modifica el Decreto Supremo Nº 007-2008-VIVIENDA, Reglamento de la Ley Nº 29151, Ley general del Sistema Nacional de Bienes Estatales.","2012","Land & soil","Institution, Cadastre/land registration, Public land, Agricultural land, Urban land, Registration, Data collection/reporting, Access-to-information","El presente Decreto Supremo modifica el Reglamento de la Ley general del Sistema Nacional de Bienes Estatales, en relación a la gestión de la distribución de los ingresos del producto de la venta de algunos bienes del Estado.",NA
"LEX-FAOC009275","http://extwprlegs1.fao.org/docs/pdf/per9275.pdf","Resolución Nº 261/97/MTC - Reglamento de organización y funciones de la Comisión de Formalización de la Propiedad Informal (COFOPRI).","1997","Land & soil","Institution, Land tenure, Ownership","La presente Resolución aprueba la Directiva Nº 006-97-COFOPRI que estable el Reglamento de Organización y Funciones de la Comisión de Formalización de la Propiedad Informal (COFOPRI). COFOPRI es una institución pública descentralizada que tiene por finalidad diseñar y ejecutar de manera integral, comprehensiva y rápida un programa a nivel nacional de formalización de la propiedad y su mantenimiento dentro de la formalidad, asumiendo de manera exclusiva y excluyente la responsabilidad de la forma",NA
"LEX-FAOC158775","http://extwprlegs1.fao.org/docs/pdf/per158775.pdf","Resolución Nº 244-2016-MINAGRI - Estrategia de Mediano Plazo del Ministerio de Agricultura y Riego para el Desarrollo del Sector Cafetalero en el Perú 2016 - 2018.","2016","Cultivated plants","Institution, Plant production, Coffee/cocoa/tea, Policy/planning","La presente Resolución aprueba la Estrategia de Mediano Plazo del Ministerio de Agricultura y Riego para el Desarrollo del Sector Cafetalero en el Perú 2016 - 2018, que permita identificar las actividades conjuntas y articuladas, de manera que se pueda incrementar la competitividad del café como cultivo estratégico. La estrategia contiene cinco componentes relacionados a la investigación y asistencia técnica, la sanidad, la comercialización, financiamiento, así como la planificación instituciona",NA
"LEX-FAOC075755","http://extwprlegs1.fao.org/docs/pdf/per75755.pdf","Resolución Nº 392/07/AG/SENASA - Formato de certificados de vacunación para el ántrax, carbunco sintomático y edema maligno.","2007","Livestock","Animal health, Pests/diseases, Cattle, Vaccination, Hygiene/sanitary procedures, Certification, Data collection/reporting","La presente Resolución aprueba el formato de los certificados de vacunación individual y colectiva referente a las enfermedades de ántrax, carbunco sintomático y edema maligno.",NA
"LEX-FAOC126743","http://www.cc.gob.gt","Political Constitution of the Republic of Guatemala.","1985","Agricultural & rural development, Environment gen., Food & nutrition, Forestry, Land & soil, Mineral resources, Sea, Water, Wild species & ecosystems","Unitary state, Rule of law, Supremacy of international law, Sustainable development, Sustainable use, Protection of environment, Right to clean/healthy environment, Right to reasonable standard of living, Indigenous peoples, Traditional rights/customary rights, Land tenure, Local government, Agricultural development, Public health, Human rights, Ecosystem preservation, Maritime zone, Mining, Protected area, Right to food, Food security, Forestry protection measures, Afforestation/reforestation, Agricultural land, Private land, Property rights, Public land, Minerals, Exploration, Territorial sea, EEZ-Exclusive Economic Zone, Public water, Freshwater resources management, Inland waters, Management/conservation, National parks, Protection of species, Wild fauna, Wild flora, Community management",NA,NA
"LEX-FAOC143591","http://extwprlegs1.fao.org/docs/pdf/per143591.pdf","Decreto Supremo Nº 074-2014-PCM - Norma Complementaria sobre la Declaratoria de Estado de Emergencia por Desastre o Peligro Inminente.","2014","Environment gen.","Disasters, Early warning system/emergency intervention system, Institution, Legal proceedings/administrative proceedings, Hazardous waste, Biosafety, Environmental security","El presente Decreto Supremo aprueba la Norma Complementaria sobre la Declaratoria de Estado de Emergencia por Desastre o Peligro Inminente, que tiene como objetivo establecer los requisitos, criterios y procedimiento para la solicitud y aprobación de la Declaratoria de Estado de Emergencia (DEE), así como para el seguimiento y coordinación del cumplimiento de las acciones y responsabilidades que de ello se deriven, ante la condición de peligro inminente o la ocurrencia de un desastre, ocasionado",NA
"LEX-FAOC171754","http://extwprlegs1.fao.org/docs/pdf/per171754.pdf","Decreto Supremo Nº 001-2017-MIMP - Reglamento de la Ley Nº 29830, Ley que promueve y regula el uso de perros guía por personas con discapacidad visual.","2017","Livestock","Animal welfare, Animal health, Hygiene/sanitary procedures, Registration, Subsidy/incentive","El presente Decreto Supremo aprueba el Reglamento de la Ley que tiene por objetivo establecer las disposiciones reglamentarias para promover y regular el uso de perros guía y garantizar el libre acceso de las personas con discapacidad visual que hacen uso de estos animales a lugares públicos o privados de uso público, incluyendo medios de transporte y centros de trabajo, así como su permanencia en ellos de manera ilimitada, constante y sin trabas. El registro de un perro guía se realiza en el Co",NA
"LEX-FAOC174185","http://extwprlegs1.fao.org/docs/pdf/gua174185.pdf","Reglamento específico para reconocimiento y declaración de tierras comunales.","2008","Land & soil","Agricultural land, Common property, Smallholders/peasants, Indigenous peoples, Cadastre/land registration, Legal proceedings/administrative proceedings","El presente reglamento establece el procedimiento para reconocer y declarar la existencia de tierras comunales en una zona declarada en proceso catastral, o catastrada, en cumplimiento de las disposiciones que para el efecto establece la Ley del Registro de Información Catastral. El Capítulo II del Título I del reglamento indica las condiciones bajo las cuales las tierras podrán ser declaradas comunales, según sean comunidades campesinas o indígenas, como así también la legitimación para actuar",NA
"LEX-FAOC009449","http://extwprlegs1.fao.org/docs/pdf/mex9449.pdf","NOM-061-ECOL-1994: Especificaciones para mitigar los efectos adversos ocasionados en la flora y fauna silvestres por el aprovechamiento forestal.","1994","Wild species & ecosystems","Wild flora, Ecosystem preservation, Timber extraction/logging, Protection of species","Esta Norma Oficial Mexicana establece las especificaciones para mitigar los efectos adversos ocasionados en la flora y fauna silvestres por el aprovechamiento forestal. Las Secretarías de Agricultura y Recursos Hidráulicos y de Desarrollo Social por conducto de la Procuraduría Federal de Protección al Ambiente, en el ámbito de sus respectivas competencias, vigilarán el cumplimiento de la presente Norma.",NA
"LEX-FAOC073366","http://extwprlegs1.fao.org/docs/pdf/per73366.pdf","Ley Nº 29064 - Ley de relanzamiento del Banco Agropecuario (AGROBANCO).","2007","Agricultural & rural development","Institution, Agricultural development, Financial agricultural measures, Credit","La presente Ley de relanzamiento del Banco Agropecuario (AGROBANCO), establece las normas de adecuación y funcionamiento de AGROBANCO como una empresa integrante del sistema financiero nacional dedicada a financiar la producción en la agricultura, la ganadería, la acuicultura, la forestación y las actividades de transformación y comercialización de los productos del sector agropecuario.",NA
"LEX-FAOC120875","http://extwprlegs1.fao.org/docs/pdf/chi120875.pdf","Decreto Nº 18 - Declara Santuario de la Naturaleza « Bosque de Calabacillo de Navidad ».","2012","Sea, Wild species & ecosystems","Marine area, Marine protected areas, Protected area","Mediante el presente Decreto se declara santuario de la naturaleza al área denominada Bosque de Calabacillo de Navidad, que corresponde a la porción de agua y fondo de mar aledaña al sector sur de la playa Las Brisas de Navidad, comuna de Navidad, cuyas coordenadas geográficas se detallan. Son santuarios de la naturaleza todos aquellos sitios terrestres o marinos que ofrezcan posibilidades especiales para estudios e investigaciones geológicas, paleontológicas, zoológicas, botánicas o de ecología",NA
"LEX-FAOC050029","http://extwprlegs1.fao.org/docs/pdf/els50029.pdf","Acuerdo Nº 314 - Normas para la instalación y funcionamiento de granjas porcinas.","2004","Livestock, Waste & hazardous substances","Animal production, Swine, Hygiene/sanitary procedures, Authorization/permit, Inspection, Pollution control, Waste management, Waste non-domestic sources, Effluent waste water/discharge, Organic waste, Solid waste, Environmental standards","La presente norma tiene como objeto establecer las condiciones higiénicas que deben cumplir las granjas que se dedican a la crianza y explotación de cerdos para la obtención de la autorización de instalación y funcionamiento, y que deben estar ubicadas a una distancia del radio urbano no menor de un kilómetro, tener una zona de protección sanitaria y un sistema de tratamiento de aguas residuales.",NA
"LEX-FAOC159529","http://extwprlegs1.fao.org/docs/pdf/mex159529.pdf","Aviso mediante el cual se da a conocer al público en general la temporada 2016-2017 para llevar a cabo actividades de observación de ballenas.","2016","Fisheries, Wild species & ecosystems","Marine mammals, Wild fauna, Management/conservation","Este Aviso especifica las áreas de observación de ballenas y las zonas restringidas, así como la duración de la temporada por área donde se podrán realizar actividades de aprovechamiento no extractivo para la observación de ballenas en predios propiedad federal.",NA
"LEX-FAOC019068","http://extwprlegs1.fao.org/docs/pdf/els19068.pdf","Decreto Legislativo Nº 610 - Ley transitoria de medidas y garantías para la aplicación del Programa de transferencia de tierras y seguridad de la propiedad agrícola.","1999","Land & soil","Land reform, Transfer","La Ley, que consta de 7 artículos, tiene por objeto establecer las medidas para la ejecución del Programa de Transferencia de Tierras, de conformidad con los Acuerdos de Paz, en especial con lo acordado a este respecto en el mes de octubre de 1992 y en la actualidad con el calendario de mayo de 1994, en lo que se refiere a los propietarios y pobladores y/o trabajadores de las zonas que se vieron afectadas por el conflicto.",NA
"LEX-FAOC176083","http://extwprlegs1.fao.org/docs/pdf/mex176083.pdf","Acuerdo por el que se establece el Módulo de Consulta de Requisitos Sanitarios en materia de movilización nacional de mercancías agropecuarias, acuícolas y pesqueras.","2018","Agricultural & rural development, Food & nutrition, Fisheries","Agricultural commodities, Transport/storage, Fish products, Food quality control/food safety, Hygiene/sanitary procedures","El presente instrumento tiene por objeto dar a conocer el Módulo de Consulta de Requisitos Sanitarios para la movilización de mercancías agropecuarias, acuícolas y pesqueras reguladas por la Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación. Dicho módulo concentrará los requisitos, especificaciones o en su caso prohibiciones sanitarias para la movilización nacional de mercancías agropecuarias, acuícolas y pesqueras, los cuales corresponderán a los establecidos en las d",NA
"LEX-FAOC021757","http://extwprlegs1.fao.org/docs/texts/chi21757.doc","Resolución Nº 1.550 - Exigencias sanitarias para la internación de pollitos de un día y huevos fértiles de gallina.","1998","Livestock","Hygiene/sanitary procedures, Poultry, International trade","La presente Resolución fija las exigencias sanitarias para la internación a Chile de pollitos de un día y huevos fértiles de gallina, que deben venir amparados por un certificado sanitario oficial, otorgado al momento del embarque por la autoridad sanitaria competente del país de procedencia, en el cual se estipule, entre otras exigencias sanitarias especificadas en la Resolución, el país y establecimiento de procedencia, la identificación de los pollitos o huevos fértiles, su cantidad, el consi",NA
"LEX-FAOC097613","http://extwprlegs1.fao.org/docs/pdf/per97613.pdf","Decreto Supremo Nº 011/10/AG - Implementa el Seguro Agrario.","2010","Agricultural & rural development","Institution, Agricultural development, Agricultural commodities, Financial agricultural measures","El presente Decreto Supremo implementa el Seguro Agrario para la campaña agrícola 2010-2011.",NA
"LEX-FAOC138527","http://extwprlegs1.fao.org/docs/pdf/mex138527.pdf","Ley de Ganadería para el Estado de Chihuahua.","2010","Livestock, Food & nutrition","Meat, Milk/dairy products, Certification, Food quality control/food safety, Transport/storage, Packaging/labelling, Inspection, Offences/penalties, Internal trade, Agricultural development, Animal production, Apiculture/sericulture, Animal health, Marking/identification, Cattle, Sheep/goats, Swine, Slaughtering, Poultry, Grazing/transhumance, Pastoralism","La presente Ley introduce las normas que rigen la actividad ganadera en el Estado de Chihuahua, incluyéndose la apicultura. En particular la Ley regula los siguientes aspectos: a) la planeación y fomento de las actividades pecuarias en todas sus modalidades, así como las técnicas, investigación, industrialización, comercialización y certificación de las mismas; b) el establecimiento de las formas y los procedimientos para adquirir, proteger y transmitir la propiedad del ganado; c) la protección,",NA
"LEX-FAOC039676","http://extwprlegs1.fao.org/docs/texts/chi39676.doc","Resolución Nº 227 - Movilización de las maderas aserradas fuera del área bajo cuarentena.","2002","Forestry","Forestry protection measures, Pests/diseases, Transport/storage","La presente Resolución establece que los inspectores del Servicio Agrícola y Ganadero (SAG) podrán autorizar la movilización de las maderas aserradas fuera del área bajo cuarentena, una vez cumplida cualquiera de las condiciones fitosanitarias indicadas. La madera aserrada de especies hospederas de Sirex noctilio, cuya movilización ha sido autorizada, deberá estar amparada por una guía de libre tránsito emitida por la oficina correspondiente.",NA
"LEX-FAOC159267","http://extwprlegs1.fao.org/docs/pdf/per159267.pdf","Resolución Nº 247-2016-PRODUCE-DGCHD - Determina estaciones de monitoreo para toma de muestras y análisis en la zona de impacto y de referencia de las concesiones acuícolas otorgadas en el ámbito marino para desarrollar la actividad de acuicultura.","2016","Environment gen., Fisheries, Sea","Marine pollution, Monitoring, Mariculture, Data collection/reporting, EIA, Legal proceedings/administrative proceedings, Fishing area","La presente Resolución determina las estaciones de monitoreo para la toma de muestras y análisis en la zona de impacto y de referencia de las concesiones acuícolas otorgadas en el ámbito marino para desarrollar la actividad de acuicultura. Los titulares de derechos acuícolas que se encuentren comprendidos en el anexo de la presente resolución y sobre los cuales se han determinado estaciones de monitoreo, deben cumplir con presentar sus reportes, conforme a la Guía para presentación de reportes y",NA
"LEX-FAOC066307","http://extwprlegs1.fao.org/docs/pdf/per66307.pdf","Resolución Nº 031-2006-AG-SENASA-DSV - Requisitos fitosanitarios para la importación de plantas de arándano procedentes de Chile.","2006","Cultivated plants","Hygiene/sanitary procedures, Fruits/edible nuts, Planting material/seeds, International trade, Standards","La presente Resolución establece los requisitos fitosanitarios específicos de cumplimiento necesario en la importación de plantas de arándano (Vaccinium spp.) procedentes de Chile.",NA
"LEX-FAOC090744","http://extwprlegs1.fao.org/docs/pdf/per90744.pdf","Decreto Supremo Nº 078/09/EM - Medidas de remediación ambiental a cargo del títular que haya realizado actividades mineras.","2009","Mineral resources","Liability/compensation, Environmental standards, Pollution control, Mining, Soil conservation/soil improvement, Soil pollution/quality, EIA, Environmental audit, Inspection, Residues, Certification, Authorization/permit, Legal proceedings/administrative proceedings, Soil rehabilitation","El presente Decreto Supremo implementan medidas de remediación ambiental a cargo del titular minero que haya realizado actividades y/o ejecutado proyectos relacionados con actividades mineras previstas en la Ley General de Minería, tales como exploración, explotación, beneficio, almacenamiento de concentrado de minerales o actividades conexas o vinculadas a éstas, sin contar con la certificación ambiental aprobada por la autoridad competente.",NA
"LEX-FAOC050674","http://extwprlegs1.fao.org/docs/pdf/mex50674.pdf","NOM-021-RECNAT-2000: Especificaciones de fertilidad, salinidad y clasificación de suelos.","2002","Land & soil, Cultivated plants","Soil conservation/soil improvement, Soil pollution/quality, Classification/declassification, Survey/mapping, Data collection/reporting, Standards","La presente Norma Oficial Mexicana tiene por objetivo establecer las especificaciones técnicas de muestreo y análisis de fertilidad, salinidad y clasificación de suelos, a partir de sus características específicas de constitución, formación y distribución.",NA
"LEX-FAOC129964","http://extwprlegs1.fao.org/docs/pdf/per129964.pdf","Resolución Nº 089/13/MINAGRI/SENASA/DIAIA - Cancela registros de diversos productos veterinarios por contener principios activos prohibidos.","2013","Livestock","Hygiene/sanitary procedures, Animal health, Animal feed/feedstuffs, Drugs, International trade, Internal trade, Registration, Toxicity/poisoning","La presente Resolución cancela registros de diversos productos veterinarios por contener en su composición principios activos prohibidos como cloranfenicol, nitrofuranos (furazolidona y nitrofurazona), olaquindox y nitroimidazoles (dimetridazol, ipronidazol, metronidazol y ronidazol).",NA
