,keyword,sentence_ID,xlm_K-rank,xlm_K-sim,xlm_S-rank,xlm_S-sim,dist_K-rank,dist_K-sim,dist_S-rank,dist_S-sim
687,multa,708b180_69,15000,0.0,433,0.6,15000,0.0,1853,0.31
688,multa,708b180_70,15000,0.0,2418,0.51,15000,0.0,1258,0.34
689,multa,708b180_71,9767,0.27,3423,0.49,15000,0.0,6732,0.23
690,multa,708b180_72,15000,0.0,5835,0.45,15000,0.0,15000,0.0
691,multa,708b180_77,3623,0.35,15000,0.0,15000,0.0,7714,0.22
692,multa,708b180_78,15000,0.0,2815,0.5,15000,0.0,1997,0.31
693,multa,708b180_79,15000,0.0,3251,0.49,15000,0.0,1842,0.31
694,multa,708b180_80,4448,0.34,2618,0.51,15000,0.0,4707,0.25
695,multa,708b180_81,15000,0.0,15000,0.0,15000,0.0,2737,0.29
696,multa,708b180_82,15000,0.0,278,0.61,15000,0.0,520,0.39
697,multa,708b180_83,15000,0.0,3810,0.48,15000,0.0,1344,0.33
698,multa,708b180_84,15000,0.0,770,0.57,15000,0.0,963,0.35
699,multa,708b180_87,15000,0.0,2046,0.52,15000,0.0,8592,0.21
700,multa,708b180_90,15000,0.0,2054,0.52,15000,0.0,15000,0.0
701,multa,708b180_91,15000,0.0,2337,0.52,15000,0.0,1991,0.31
702,multa,708b180_97,15000,0.0,4773,0.46,15000,0.0,15000,0.0
703,multa,708b180_108,664,0.48,15000,0.0,15000,0.0,3821,0.27
704,multa,708b180_115,15000,0.0,7079,0.43,15000,0.0,1977,0.31
705,multa,708b180_116,15000,0.0,5716,0.45,15000,0.0,3415,0.28
706,multa,71e0ae7_85,15000,0.0,2914,0.5,15000,0.0,8948,0.21
707,multa,71e0ae7_328,15000,0.0,1920,0.53,15000,0.0,1760,0.32
708,multa,71e0ae7_329,7224,0.3,15000,0.0,15000,0.0,15000,0.0
709,multa,71e0ae7_330,2925,0.37,1821,0.53,15000,0.0,15000,0.0
710,multa,71e0ae7_332,15000,0.0,1022,0.56,15000,0.0,531,0.39
711,multa,71e0ae7_88,15000,0.0,167,0.64,15000,0.0,393,0.41
712,multa,71e0ae7_89,15000,0.0,1471,0.54,15000,0.0,3109,0.28
713,multa,71e0ae7_92,15000,0.0,1128,0.55,15000,0.0,466,0.4
714,multa,71e0ae7_95,15000,0.0,671,0.58,15000,0.0,205,0.43
715,multa,71e0ae7_102,3198,0.36,5186,0.46,15000,0.0,6880,0.23
716,multa,71e0ae7_103,15000,0.0,15000,0.0,15000,0.0,15000,0.0
717,multa,71e0ae7_107,15000,0.0,8585,0.41,15000,0.0,4396,0.26
718,multa,71e0ae7_176,15000,0.0,15000,0.0,15000,0.0,15000,0.0
719,multa,71e0ae7_178,15000,0.0,482,0.59,15000,0.0,298,0.42
720,multa,71e0ae7_192,15000,0.0,1826,0.53,15000,0.0,8432,0.21
721,multa,71e0ae7_339,5610,0.32,2680,0.51,15000,0.0,15000,0.0
722,multa,7289291_81,15000,0.0,15000,0.0,15000,0.0,1015,0.35
723,multa,7289291_159,15000,0.0,2754,0.5,15000,0.0,264,0.42
724,multa,7289291_176,8722,0.28,3254,0.49,15000,0.0,7092,0.23
725,multa,7289291_178,1807,0.41,1355,0.54,15000,0.0,1064,0.35
726,multa,7289291_183,6299,0.31,2873,0.5,15000,0.0,6210,0.23
727,multa,731dbf0_123,15000,0.0,6111,0.44,15000,0.0,15000,0.0
728,multa,731dbf0_124,15000,0.0,3581,0.48,15000,0.0,15000,0.0
729,multa,731dbf0_125,15000,0.0,6553,0.44,15000,0.0,15000,0.0
730,multa,731dbf0_128,15000,0.0,6981,0.43,15000,0.0,15000,0.0
731,multa,731dbf0_129,15000,0.0,15000,0.0,15000,0.0,9313,0.2
732,multa,731dbf0_130,15000,0.0,4078,0.47,15000,0.0,3092,0.28
733,multa,731dbf0_133,15000,0.0,2629,0.51,15000,0.0,3287,0.28
734,multa,731dbf0_134,5616,0.32,15000,0.0,15000,0.0,15000,0.0
735,multa,731dbf0_135,15000,0.0,5707,0.45,15000,0.0,2806,0.29
736,multa,731dbf0_136,15000,0.0,15000,0.0,15000,0.0,694,0.38
737,multa,731dbf0_138,15000,0.0,7805,0.42,15000,0.0,2472,0.3
738,multa,735ad07_38,15000,0.0,7314,0.42,15000,0.0,6118,0.24
739,multa,735ad07_46,15000,0.0,6729,0.43,15000,0.0,4718,0.25
740,multa,735ad07_53,15000,0.0,653,0.58,15000,0.0,1602,0.32
741,multa,735ad07_55,15000,0.0,608,0.58,15000,0.0,762,0.37
742,multa,735ad07_61,15000,0.0,15000,0.0,15000,0.0,2903,0.29
743,multa,735ad07_77,15000,0.0,983,0.56,15000,0.0,390,0.41
744,multa,735ad07_80,15000,0.0,3369,0.49,15000,0.0,1068,0.35
745,multa,735ad07_82,15000,0.0,368,0.6,15000,0.0,1537,0.32
746,multa,735ad07_86,15000,0.0,7521,0.42,15000,0.0,3253,0.28
747,multa,735ad07_88,15000,0.0,2218,0.52,15000,0.0,1381,0.33
748,multa,735ad07_91,15000,0.0,15000,0.0,15000,0.0,3577,0.27
749,multa,735ad07_93,15000,0.0,3996,0.48,15000,0.0,1791,0.32
750,multa,735ad07_97,15000,0.0,7367,0.42,15000,0.0,3734,0.27
751,multa,735ad07_100,15000,0.0,3705,0.48,15000,0.0,2098,0.31
752,multa,735ad07_102,15000,0.0,922,0.56,15000,0.0,4321,0.26
753,multa,735ad07_107,15000,0.0,15000,0.0,15000,0.0,5980,0.24
754,multa,735ad07_112,15000,0.0,272,0.61,15000,0.0,579,0.39
755,multa,735ad07_113,15000,0.0,2079,0.52,15000,0.0,362,0.41
756,multa,735ad07_119,15000,0.0,302,0.61,15000,0.0,3221,0.28
757,multa,735ad07_124,15000,0.0,5065,0.46,15000,0.0,3617,0.27
758,multa,735ad07_127,15000,0.0,3049,0.5,15000,0.0,3816,0.27
759,multa,735ad07_129,15000,0.0,4845,0.46,15000,0.0,3619,0.27
760,multa,735ad07_131,15000,0.0,1087,0.55,15000,0.0,304,0.42
761,multa,735ad07_132,15000,0.0,15000,0.0,15000,0.0,7643,0.22
762,multa,735ad07_133,15000,0.0,1294,0.55,15000,0.0,2852,0.29
763,multa,735ad07_134,15000,0.0,5545,0.45,15000,0.0,15000,0.0
764,multa,735ad07_136,15000,0.0,2719,0.51,15000,0.0,6545,0.23
765,multa,735ad07_138,15000,0.0,9058,0.4,15000,0.0,913,0.36
766,multa,735ad07_140,15000,0.0,7590,0.42,15000,0.0,3689,0.27
767,multa,735ad07_142,15000,0.0,6148,0.44,15000,0.0,4195,0.26
768,multa,735ad07_144,15000,0.0,6720,0.43,15000,0.0,4890,0.25
769,multa,735ad07_145,15000,0.0,15000,0.0,15000,0.0,15000,0.0
770,multa,735ad07_148,15000,0.0,329,0.61,15000,0.0,4494,0.26
771,multa,735ad07_150,15000,0.0,4464,0.47,15000,0.0,15000,0.0
772,multa,735ad07_156,928,0.46,1443,0.54,15000,0.0,5173,0.25
773,multa,735ad07_157,15000,0.0,3376,0.49,15000,0.0,1388,0.33
774,multa,735ad07_161,15000,0.0,15000,0.0,15000,0.0,1006,0.35
775,multa,735ad07_162,15000,0.0,7627,0.42,15000,0.0,2222,0.3
776,multa,735ad07_165,15000,0.0,110,0.66,15000,0.0,1900,0.31
777,multa,735ad07_168,15000,0.0,764,0.57,15000,0.0,1038,0.35
778,multa,735ad07_170,15000,0.0,335,0.6,15000,0.0,276,0.42
779,multa,735ad07_171,15000,0.0,694,0.57,15000,0.0,15000,0.0
780,multa,73cfebc_100,15000,0.0,4,1.0,15000,0.0,4,0.97
781,multa,73cfebc_101,15000,0.0,6,0.95,15000,0.0,7,0.86
782,multa,73cfebc_102,15000,0.0,10,0.85,15000,0.0,10,0.78
783,multa,73cfebc_103,15000,0.0,903,0.56,15000,0.0,559,0.39
784,multa,73cfebc_104,15000,0.0,3780,0.48,15000,0.0,2726,0.29
785,multa,7401043_100,15000,0.0,801,0.57,15000,0.0,1442,0.33
786,multa,7401043_108,15000,0.0,7549,0.42,15000,0.0,4860,0.25
787,multa,7401043_110,15000,0.0,15000,0.0,15000,0.0,682,0.38
788,multa,7401043_112,15000,0.0,140,0.65,15000,0.0,507,0.39
789,multa,7401043_116,15000,0.0,5066,0.46,15000,0.0,7036,0.23
790,multa,753300f_339,15000,0.0,5374,0.45,15000,0.0,2450,0.3
791,multa,753300f_340,15000,0.0,8522,0.41,15000,0.0,5786,0.24
792,multa,753300f_341,15000,0.0,58,0.69,15000,0.0,697,0.37
793,multa,753300f_342,15000,0.0,3047,0.5,15000,0.0,6003,0.24
794,multa,753300f_345,15000,0.0,15000,0.0,15000,0.0,4525,0.26
795,multa,753300f_346,6836,0.3,2123,0.52,15000,0.0,7025,0.23
796,multa,753300f_347,8610,0.28,7270,0.42,15000,0.0,8082,0.22
797,multa,753300f_350,4753,0.33,1441,0.54,15000,0.0,2093,0.31
798,multa,753300f_357,15000,0.0,1775,0.53,15000,0.0,15000,0.0
799,multa,765d4ea_342,15000,0.0,9987,0.39,15000,0.0,5377,0.24
800,multa,765d4ea_365,15000,0.0,2128,0.52,15000,0.0,35,0.55
801,multa,765d4ea_366,15000,0.0,1253,0.55,15000,0.0,856,0.36
802,multa,765d4ea_367,15000,0.0,1582,0.54,15000,0.0,15000,0.0
803,multa,765d4ea_374,15000,0.0,15000,0.0,15000,0.0,9247,0.2
804,multa,767c669_333,15000,0.0,9988,0.39,15000,0.0,5378,0.24
805,multa,767c669_356,15000,0.0,2102,0.52,15000,0.0,36,0.55
806,multa,767c669_357,15000,0.0,1254,0.55,15000,0.0,857,0.36
807,multa,767c669_358,15000,0.0,1602,0.54,15000,0.0,15000,0.0
808,multa,767c669_365,15000,0.0,15000,0.0,15000,0.0,9248,0.2
809,multa,76b6e7f_141,15000,0.0,659,0.58,15000,0.0,577,0.39
810,multa,76b6e7f_150,15000,0.0,3100,0.49,15000,0.0,1373,0.33
811,multa,76b6e7f_161,15000,0.0,358,0.6,15000,0.0,8710,0.21
812,multa,76b6e7f_162,7736,0.29,7784,0.42,15000,0.0,15000,0.0
813,multa,76b6e7f_164,9303,0.27,15000,0.0,15000,0.0,1366,0.33
814,multa,78a302a_52,15000,0.0,221,0.62,15000,0.0,1560,0.32
815,multa,78a302a_125,15000,0.0,744,0.57,15000,0.0,3094,0.28
816,multa,78a302a_160,4329,0.34,5542,0.45,15000,0.0,196,0.43
817,multa,78a302a_168,15000,0.0,235,0.62,15000,0.0,5863,0.24
818,multa,78a302a_169,15000,0.0,15000,0.0,15000,0.0,2421,0.3
819,multa,78a302a_171,15000,0.0,9218,0.4,15000,0.0,7466,0.22
820,multa,78a302a_175,15000,0.0,2400,0.51,15000,0.0,7260,0.22
821,multa,7c4a8f5_385,15000,0.0,2382,0.51,15000,0.0,810,0.36
822,multa,7c4a8f5_386,15000,0.0,44,0.71,15000,0.0,82,0.49
823,multa,7c4a8f5_387,15000,0.0,1793,0.53,15000,0.0,3850,0.27
824,multa,7c4a8f5_389,7930,0.29,691,0.57,15000,0.0,1702,0.32
825,multa,7c4a8f5_391,8719,0.28,604,0.58,15000,0.0,927,0.36
826,multa,7c4a8f5_396,9908,0.27,2669,0.51,15000,0.0,8822,0.21
827,multa,7c850af_87,15000,0.0,3221,0.49,15000,0.0,2096,0.31
828,multa,7c850af_90,15000,0.0,7885,0.42,15000,0.0,4829,0.25
829,multa,7c850af_102,9382,0.27,15000,0.0,15000,0.0,1224,0.34
830,multa,7c850af_104,15000,0.0,20,0.74,15000,0.0,19,0.6
831,multa,7c8d2c5_69,15000,0.0,4988,0.46,15000,0.0,15000,0.0
832,multa,7eab6c1_495,15000,0.0,2801,0.5,15000,0.0,15000,0.0
833,multa,7eab6c1_530,15000,0.0,9804,0.39,15000,0.0,5597,0.24
834,multa,7eab6c1_531,15000,0.0,210,0.63,15000,0.0,2677,0.29
835,multa,819398e_38,15000,0.0,15000,0.0,15000,0.0,15000,0.0
836,multa,819398e_49,15000,0.0,1495,0.54,15000,0.0,4951,0.25
837,multa,819398e_63,2020,0.4,1656,0.53,15000,0.0,15000,0.0
838,multa,819398e_78,15000,0.0,4823,0.46,15000,0.0,2062,0.31
839,multa,819398e_80,15000,0.0,535,0.59,15000,0.0,2434,0.3
840,multa,819398e_81,15000,0.0,15000,0.0,15000,0.0,6283,0.23
841,multa,819398e_82,15000,0.0,1216,0.55,15000,0.0,7730,0.22
842,multa,819398e_89,5878,0.31,5789,0.45,15000,0.0,254,0.43
843,multa,819398e_92,4010,0.34,5572,0.45,15000,0.0,7817,0.22
844,multa,819398e_93,15000,0.0,15000,0.0,15000,0.0,980,0.35
845,multa,819398e_94,15000,0.0,288,0.61,15000,0.0,514,0.39
846,multa,819398e_95,15000,0.0,4086,0.47,15000,0.0,1567,0.32
847,multa,819398e_96,15000,0.0,312,0.61,15000,0.0,975,0.35
848,multa,819398e_99,15000,0.0,5052,0.46,15000,0.0,7391,0.22
849,multa,819398e_102,15000,0.0,2027,0.52,15000,0.0,2928,0.29
850,multa,819398e_109,15000,0.0,4890,0.46,15000,0.0,2370,0.3
851,multa,819398e_126,15000,0.0,15000,0.0,15000,0.0,1589,0.32
852,multa,838e245_344,15000,0.0,9989,0.39,15000,0.0,5379,0.24
853,multa,838e245_367,15000,0.0,2103,0.52,15000,0.0,37,0.55
854,multa,838e245_368,15000,0.0,1255,0.55,15000,0.0,858,0.36
855,multa,838e245_369,15000,0.0,1583,0.54,15000,0.0,15000,0.0
856,multa,838e245_376,15000,0.0,15000,0.0,15000,0.0,9249,0.2
857,multa,83ec27d_89,15000,0.0,15000,0.0,15000,0.0,1613,0.32
858,multa,83ec27d_126,15000,0.0,6107,0.44,15000,0.0,4108,0.26
859,multa,83ec27d_127,15000,0.0,15000,0.0,15000,0.0,634,0.38
860,multa,83ec27d_128,15000,0.0,859,0.56,15000,0.0,7907,0.22
861,multa,83ec27d_134,15000,0.0,1261,0.55,15000,0.0,574,0.39
862,multa,8436b4f_94,15000,0.0,5382,0.45,15000,0.0,44,0.54
863,multa,8436b4f_96,15000,0.0,15000,0.0,15000,0.0,501,0.39
864,multa,8436b4f_99,15000,0.0,8109,0.41,15000,0.0,9550,0.2
865,multa,8436b4f_100,15000,0.0,15000,0.0,15000,0.0,2181,0.3
866,multa,8436b4f_101,15000,0.0,15000,0.0,15000,0.0,8956,0.21
867,multa,846f57e_68,15000,0.0,2214,0.52,15000,0.0,160,0.44
868,multa,846f57e_69,15000,0.0,2760,0.5,15000,0.0,8826,0.21
869,multa,846f57e_73,15000,0.0,9884,0.39,15000,0.0,7972,0.22
870,multa,846f57e_86,341,0.51,9598,0.39,15000,0.0,9142,0.21
871,multa,85d7464_42,3596,0.35,6751,0.43,15000,0.0,2566,0.29
872,multa,85d7464_43,15000,0.0,190,0.63,15000,0.0,901,0.36
873,multa,85d7464_47,15000,0.0,4323,0.47,15000,0.0,4352,0.26
874,multa,85d7464_51,15000,0.0,9210,0.4,15000,0.0,66,0.5
875,multa,85d7464_52,15000,0.0,766,0.57,15000,0.0,4208,0.26
876,multa,85d7464_53,15000,0.0,9560,0.4,15000,0.0,912,0.36
877,multa,85d7464_54,15000,0.0,15000,0.0,15000,0.0,15000,0.0
878,multa,85d7464_55,3961,0.35,4840,0.46,15000,0.0,1398,0.33
879,multa,85d7464_56,15000,0.0,2969,0.5,15000,0.0,2992,0.28
880,multa,85d7464_57,9573,0.27,6250,0.44,15000,0.0,1040,0.35
881,multa,85d7464_58,15000,0.0,8595,0.41,15000,0.0,1514,0.33
882,multa,85d7464_59,266,0.53,7040,0.43,15000,0.0,9390,0.2
883,multa,85d7464_60,15000,0.0,15000,0.0,15000,0.0,270,0.42
884,multa,85d7464_61,15000,0.0,7647,0.42,15000,0.0,15000,0.0
885,multa,881adeb_72,15000,0.0,2866,0.5,15000,0.0,8509,0.21
886,multa,889f980_131,15000,0.0,2915,0.5,15000,0.0,8949,0.21
887,multa,889f980_651,15000,0.0,1921,0.53,15000,0.0,1761,0.32
888,multa,889f980_652,15000,0.0,15000,0.0,15000,0.0,9362,0.2
889,multa,889f980_653,5119,0.33,2663,0.51,15000,0.0,15000,0.0
890,multa,889f980_654,15000,0.0,1023,0.56,15000,0.0,532,0.39
891,multa,889f980_133,15000,0.0,168,0.64,15000,0.0,394,0.41
892,multa,889f980_134,15000,0.0,1472,0.54,15000,0.0,3110,0.28
893,multa,889f980_137,15000,0.0,1129,0.55,15000,0.0,467,0.4
894,multa,889f980_140,15000,0.0,972,0.56,15000,0.0,409,0.41
895,multa,889f980_148,3199,0.36,5187,0.46,15000,0.0,6881,0.23
896,multa,889f980_288,6512,0.31,5129,0.46,15000,0.0,2698,0.29
897,multa,889f980_289,15000,0.0,1992,0.52,15000,0.0,116,0.47
898,multa,889f980_297,15000,0.0,15000,0.0,15000,0.0,15000,0.0
899,multa,889f980_299,15000,0.0,483,0.59,15000,0.0,299,0.42
900,multa,889f980_331,6200,0.31,15000,0.0,15000,0.0,15000,0.0
901,multa,889f980_361,15000,0.0,1827,0.53,15000,0.0,8433,0.21
902,multa,889f980_450,15000,0.0,2732,0.51,15000,0.0,15000,0.0
903,multa,889f980_460,15000,0.0,103,0.66,15000,0.0,1095,0.35
904,multa,889f980_461,3852,0.35,15000,0.0,15000,0.0,6403,0.23
905,multa,889f980_462,15000,0.0,15000,0.0,15000,0.0,15000,0.0
906,multa,889f980_464,7002,0.3,15000,0.0,15000,0.0,15000,0.0
907,multa,889f980_465,15000,0.0,6974,0.43,15000,0.0,4582,0.26
908,multa,889f980_661,5611,0.32,2681,0.51,15000,0.0,15000,0.0
909,multa,88ad2ff_444,15000,0.0,3123,0.49,15000,0.0,15000,0.0
910,multa,88ad2ff_447,5666,0.32,7543,0.42,15000,0.0,5557,0.24
911,multa,88ad2ff_448,15000,0.0,211,0.63,15000,0.0,2501,0.3
912,multa,8a29c72_98,15000,0.0,3903,0.48,15000,0.0,15000,0.0
913,multa,8bfe671_402,15000,0.0,29,0.73,15000,0.0,210,0.43
914,multa,8bfe671_405,7350,0.29,698,0.57,15000,0.0,2043,0.31
915,multa,8bfe671_408,15000,0.0,1280,0.55,15000,0.0,2825,0.29
916,multa,8bfe671_412,8695,0.28,2994,0.5,15000,0.0,9190,0.2
917,multa,8c00d11_15,15000,0.0,831,0.56,15000,0.0,79,0.49
918,multa,8c00d11_52,15000,0.0,43,0.71,15000,0.0,74,0.5
919,multa,8c00d11_60,15000,0.0,852,0.56,15000,0.0,401,0.41
920,multa,8c00d11_62,15000,0.0,7855,0.42,15000,0.0,3618,0.27
921,multa,8c00d11_63,15000,0.0,3143,0.49,15000,0.0,15000,0.0
922,multa,8c00d11_64,15000,0.0,15000,0.0,15000,0.0,5313,0.25
923,multa,8c00d11_65,15000,0.0,7795,0.42,15000,0.0,15000,0.0
924,multa,8c00d11_66,15000,0.0,8636,0.41,15000,0.0,15000,0.0
925,multa,8c00d11_67,15000,0.0,6141,0.44,15000,0.0,4408,0.26
926,multa,8c00d11_68,6866,0.3,9265,0.4,15000,0.0,15000,0.0
927,multa,8c00d11_70,15000,0.0,15000,0.0,15000,0.0,15000,0.0
928,multa,8c00d11_71,15000,0.0,15000,0.0,15000,0.0,7692,0.22
929,multa,8c00d11_72,15000,0.0,1146,0.55,15000,0.0,5319,0.25
930,multa,8c00d11_74,7794,0.29,15000,0.0,15000,0.0,1051,0.35
931,multa,8e3b82d_39,15000,0.0,15000,0.0,15000,0.0,15000,0.0
932,multa,8e3b82d_49,15000,0.0,1705,0.53,15000,0.0,5138,0.25
933,multa,8e3b82d_63,2021,0.4,1657,0.53,15000,0.0,15000,0.0
934,multa,8e3b82d_78,15000,0.0,6024,0.44,15000,0.0,2167,0.3
935,multa,8e3b82d_79,15000,0.0,536,0.59,15000,0.0,2435,0.3
936,multa,8e3b82d_80,15000,0.0,8831,0.4,15000,0.0,6112,0.24
937,multa,8e3b82d_89,5085,0.33,6412,0.44,15000,0.0,306,0.42
938,multa,8e3b82d_93,4294,0.34,5271,0.46,15000,0.0,7494,0.22
939,multa,8e3b82d_94,15000,0.0,15000,0.0,15000,0.0,981,0.35
940,multa,8e3b82d_95,15000,0.0,289,0.61,15000,0.0,515,0.39
941,multa,8e3b82d_96,15000,0.0,4087,0.47,15000,0.0,1568,0.32
942,multa,8e3b82d_97,15000,0.0,668,0.58,15000,0.0,954,0.36
943,multa,8e3b82d_100,15000,0.0,4584,0.47,15000,0.0,7909,0.22
944,multa,8e3b82d_103,15000,0.0,3395,0.49,15000,0.0,3923,0.27
945,multa,8e3b82d_104,15000,0.0,749,0.57,15000,0.0,1109,0.35
946,multa,8e3b82d_108,15000,0.0,5346,0.46,15000,0.0,2322,0.3
947,multa,8e3b82d_126,15000,0.0,15000,0.0,15000,0.0,1590,0.32
948,multa,8e81fe2_102,15000,0.0,2916,0.5,15000,0.0,8950,0.21
949,multa,8e81fe2_618,15000,0.0,15000,0.0,15000,0.0,8209,0.21
950,multa,8e81fe2_619,15000,0.0,15000,0.0,15000,0.0,1959,0.31
951,multa,8e81fe2_620,3990,0.35,2608,0.51,15000,0.0,2967,0.28
952,multa,8e81fe2_621,15000,0.0,1024,0.56,15000,0.0,533,0.39
953,multa,8e81fe2_104,15000,0.0,169,0.64,15000,0.0,395,0.41
954,multa,8e81fe2_105,15000,0.0,1473,0.54,15000,0.0,3111,0.28
955,multa,8e81fe2_108,15000,0.0,1219,0.55,15000,0.0,339,0.41
956,multa,8e81fe2_111,15000,0.0,973,0.56,15000,0.0,410,0.41
957,multa,8e81fe2_119,4018,0.34,6336,0.44,15000,0.0,7366,0.22
958,multa,8e81fe2_276,6513,0.31,5130,0.46,15000,0.0,2699,0.29
959,multa,8e81fe2_277,15000,0.0,4134,0.47,15000,0.0,124,0.46
960,multa,8e81fe2_285,15000,0.0,15000,0.0,15000,0.0,15000,0.0
961,multa,8e81fe2_287,15000,0.0,484,0.59,15000,0.0,300,0.42
962,multa,8e81fe2_316,8779,0.28,9787,0.39,15000,0.0,15000,0.0
963,multa,8e81fe2_346,15000,0.0,1828,0.53,15000,0.0,8434,0.21
964,multa,8e81fe2_437,15000,0.0,2733,0.51,15000,0.0,15000,0.0
965,multa,8e81fe2_447,15000,0.0,146,0.64,15000,0.0,2074,0.31
966,multa,8e81fe2_448,3853,0.35,15000,0.0,15000,0.0,6404,0.23
967,multa,8e81fe2_449,15000,0.0,15000,0.0,15000,0.0,15000,0.0
968,multa,8e81fe2_451,7003,0.3,15000,0.0,15000,0.0,15000,0.0
969,multa,8e81fe2_452,15000,0.0,6975,0.43,15000,0.0,4583,0.26
970,multa,8e81fe2_469,15000,0.0,9268,0.4,15000,0.0,3537,0.27
971,multa,8e81fe2_628,5612,0.32,2682,0.51,15000,0.0,15000,0.0
972,multa,8ed012f_337,15000,0.0,9990,0.39,15000,0.0,5380,0.24
973,multa,8ed012f_360,15000,0.0,2104,0.52,15000,0.0,38,0.55
974,multa,8ed012f_361,15000,0.0,1256,0.55,15000,0.0,859,0.36
975,multa,8ed012f_362,15000,0.0,1584,0.54,15000,0.0,15000,0.0
976,multa,8ed012f_369,15000,0.0,15000,0.0,15000,0.0,9250,0.2
977,multa,8eff719_59,15000,0.0,6304,0.44,15000,0.0,3098,0.28
978,multa,8eff719_71,15000,0.0,3391,0.49,15000,0.0,3076,0.28
979,multa,8eff719_79,15000,0.0,3626,0.48,15000,0.0,15000,0.0
980,multa,8eff719_103,2120,0.4,2841,0.5,15000,0.0,7502,0.22
981,multa,8eff719_164,15000,0.0,15000,0.0,15000,0.0,15000,0.0
982,multa,8eff719_166,15000,0.0,5852,0.45,15000,0.0,170,0.44
983,multa,8eff719_168,15000,0.0,1577,0.54,15000,0.0,4221,0.26
984,multa,8eff719_169,15000,0.0,1182,0.55,15000,0.0,628,0.38
985,multa,8eff719_170,15000,0.0,183,0.63,15000,0.0,649,0.38
986,multa,8eff719_171,15000,0.0,15000,0.0,15000,0.0,9019,0.21
987,multa,8eff719_172,5889,0.31,2573,0.51,15000,0.0,8893,0.21
988,multa,8eff719_173,15000,0.0,9074,0.4,15000,0.0,47,0.54
989,multa,8eff719_174,8061,0.29,5893,0.45,15000,0.0,15000,0.0
990,multa,8eff719_180,342,0.51,9599,0.39,15000,0.0,9143,0.21
991,multa,8eff719_181,15000,0.0,5353,0.46,15000,0.0,57,0.52
992,multa,8eff719_182,15000,0.0,1505,0.54,15000,0.0,9387,0.2
993,multa,8eff719_183,15000,0.0,966,0.56,15000,0.0,824,0.36
994,multa,8eff719_184,9623,0.27,9571,0.4,15000,0.0,1469,0.33
995,multa,8eff719_189,15000,0.0,3450,0.49,15000,0.0,6033,0.24
996,multa,8f01c90_393,15000,0.0,30,0.73,15000,0.0,211,0.43
997,multa,8f01c90_396,7351,0.29,699,0.57,15000,0.0,2044,0.31
998,multa,8f01c90_399,15000,0.0,1281,0.55,15000,0.0,2826,0.29
999,multa,8f01c90_403,8696,0.28,2995,0.5,15000,0.0,9191,0.2
1000,multa,901a837_203,15000,0.0,19,0.75,15000,0.0,24,0.57
1001,multa,901a837_229,3962,0.35,4841,0.46,15000,0.0,1399,0.33
1002,multa,901a837_230,15000,0.0,15000,0.0,15000,0.0,3504,0.27
1003,multa,902bedc_67,15000,0.0,1538,0.54,15000,0.0,2931,0.29
1004,multa,902bedc_70,15000,0.0,1366,0.54,15000,0.0,489,0.4
1005,multa,902bedc_72,15000,0.0,199,0.63,15000,0.0,508,0.39
1006,multa,930897c_88,15000,0.0,405,0.6,15000,0.0,3878,0.27
1007,multa,930897c_239,15000,0.0,15000,0.0,15000,0.0,1940,0.31
1008,multa,930897c_248,700,0.48,15000,0.0,15000,0.0,9472,0.2
1009,multa,930897c_249,15000,0.0,1766,0.53,15000,0.0,3662,0.27
1010,multa,930897c_252,15000,0.0,15000,0.0,15000,0.0,101,0.48
1011,multa,930897c_253,15000,0.0,1676,0.53,15000,0.0,4892,0.25
1012,multa,930897c_254,15000,0.0,3180,0.49,15000,0.0,473,0.4
1013,multa,930897c_255,15000,0.0,341,0.6,15000,0.0,5062,0.25
1014,multa,930897c_257,15000,0.0,1381,0.54,15000,0.0,6840,0.23
1015,multa,930897c_258,8537,0.28,154,0.64,15000,0.0,737,0.37
1016,multa,93435af_123,15000,0.0,2836,0.5,15000,0.0,1369,0.33
1017,multa,93435af_127,15000,0.0,5913,0.45,15000,0.0,3001,0.28
1018,multa,93435af_149,15000,0.0,15000,0.0,15000,0.0,569,0.39
1019,multa,93435af_151,15000,0.0,520,0.59,15000,0.0,43,0.54
1020,multa,93b0d84_44,15000,0.0,4098,0.47,15000,0.0,166,0.44
1021,multa,93b0d84_48,15000,0.0,53,0.69,15000,0.0,39,0.55
1022,multa,93b0d84_49,15000,0.0,985,0.56,15000,0.0,724,0.37
1023,multa,941814b_21,15000,0.0,1004,0.56,15000,0.0,552,0.39
1024,multa,941814b_57,15000,0.0,745,0.57,15000,0.0,2302,0.3
1025,multa,941814b_157,15000,0.0,2874,0.5,15000,0.0,2361,0.3
1026,multa,941814b_165,15000,0.0,2088,0.52,15000,0.0,2221,0.3
1027,multa,941814b_175,15000,0.0,2929,0.5,15000,0.0,15000,0.0
1028,multa,941814b_177,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1029,multa,941814b_179,15000,0.0,15000,0.0,15000,0.0,204,0.43
1030,multa,9462c2d_56,15000,0.0,8980,0.4,15000,0.0,3031,0.28
1031,multa,9462c2d_69,15000,0.0,15000,0.0,15000,0.0,1994,0.31
1032,multa,9462c2d_77,15000,0.0,3951,0.48,15000,0.0,852,0.36
1033,multa,9462c2d_107,15000,0.0,1316,0.55,15000,0.0,180,0.44
1034,multa,9462c2d_113,15000,0.0,7288,0.42,15000,0.0,363,0.41
