,keyword,sentence_ID,xlm_K-rank,xlm_K-sim,xlm_S-rank,xlm_S-sim,dist_K-rank,dist_K-sim,dist_S-rank,dist_S-sim
1088,multa,8eff719_172,5889,0.31,5297,0.36,15000,0.0,1324,0.34
1089,multa,8eff719_173,15000,0.0,242,0.6,15000,0.0,31,0.66
1090,multa,8eff719_174,8061,0.29,628,0.54,15000,0.0,15000,0.0
1091,multa,8eff719_180,342,0.51,3145,0.41,15000,0.0,2450,0.29
1092,multa,8eff719_181,15000,0.0,8,0.76,15000,0.0,41,0.65
1093,multa,8eff719_182,15000,0.0,1189,0.49,15000,0.0,15000,0.0
1094,multa,8eff719_183,15000,0.0,141,0.62,15000,0.0,265,0.52
1095,multa,8eff719_184,9623,0.27,573,0.55,15000,0.0,1025,0.37
1096,multa,8eff719_189,15000,0.0,822,0.52,15000,0.0,789,0.4
1097,multa,8f01c90_393,15000,0.0,1096,0.5,15000,0.0,772,0.4
1098,multa,8f01c90_396,7351,0.29,551,0.55,15000,0.0,385,0.47
1099,multa,8f01c90_399,15000,0.0,533,0.55,15000,0.0,1290,0.35
1100,multa,8f01c90_403,8696,0.28,2773,0.42,15000,0.0,1353,0.34
1101,multa,901a837_203,15000,0.0,48,0.69,15000,0.0,285,0.51
1102,multa,901a837_229,3962,0.35,471,0.56,15000,0.0,1396,0.34
1103,multa,901a837_230,15000,0.0,927,0.51,15000,0.0,1196,0.36
1104,multa,902bedc_67,15000,0.0,466,0.56,15000,0.0,767,0.4
1105,multa,902bedc_70,15000,0.0,2462,0.43,15000,0.0,2455,0.29
1106,multa,902bedc_72,15000,0.0,729,0.53,15000,0.0,802,0.4
1107,multa,930897c_88,15000,0.0,5000,0.37,15000,0.0,3445,0.25
1108,multa,930897c_239,15000,0.0,3014,0.41,15000,0.0,3373,0.25
1109,multa,930897c_248,700,0.48,3653,0.4,15000,0.0,2157,0.3
1110,multa,930897c_249,15000,0.0,874,0.52,15000,0.0,1058,0.37
1111,multa,930897c_252,15000,0.0,2866,0.42,15000,0.0,107,0.6
1112,multa,930897c_253,15000,0.0,4457,0.38,15000,0.0,2421,0.29
1113,multa,930897c_254,15000,0.0,2197,0.44,15000,0.0,1232,0.35
1114,multa,930897c_255,15000,0.0,9714,0.3,15000,0.0,15000,0.0
1115,multa,930897c_257,15000,0.0,1942,0.45,15000,0.0,1854,0.32
1116,multa,930897c_258,8537,0.28,3327,0.4,15000,0.0,1367,0.34
1117,multa,93435af_123,15000,0.0,15000,0.0,15000,0.0,2801,0.27
1118,multa,93435af_127,15000,0.0,6388,0.34,15000,0.0,2748,0.27
1119,multa,93435af_149,15000,0.0,273,0.59,15000,0.0,181,0.56
1120,multa,93435af_151,15000,0.0,221,0.6,15000,0.0,223,0.54
1121,multa,93b0d84_44,15000,0.0,2597,0.43,15000,0.0,755,0.4
1122,multa,93b0d84_48,15000,0.0,188,0.61,15000,0.0,379,0.48
1123,multa,93b0d84_49,15000,0.0,2889,0.42,15000,0.0,1595,0.33
1124,multa,941814b_21,15000,0.0,3524,0.4,15000,0.0,4409,0.22
1125,multa,941814b_57,15000,0.0,139,0.62,15000,0.0,2079,0.3
1126,multa,941814b_157,15000,0.0,6266,0.34,15000,0.0,2326,0.29
1127,multa,941814b_165,15000,0.0,1704,0.47,15000,0.0,1449,0.34
1128,multa,941814b_175,15000,0.0,894,0.52,15000,0.0,2049,0.31
1129,multa,941814b_177,15000,0.0,772,0.53,15000,0.0,1071,0.37
1130,multa,941814b_179,15000,0.0,1780,0.46,15000,0.0,307,0.5
1131,multa,9462c2d_56,15000,0.0,1410,0.48,15000,0.0,494,0.45
1132,multa,9462c2d_69,15000,0.0,1924,0.46,15000,0.0,4422,0.22
1133,multa,9462c2d_77,15000,0.0,1149,0.5,15000,0.0,485,0.45
1134,multa,9462c2d_107,15000,0.0,2212,0.44,15000,0.0,2379,0.29
1135,multa,9462c2d_113,15000,0.0,2040,0.45,15000,0.0,2764,0.27
1136,multa,9462c2d_114,5811,0.31,479,0.56,15000,0.0,841,0.39
1137,multa,9462c2d_120,15000,0.0,5351,0.36,15000,0.0,2401,0.29
1138,multa,9462c2d_121,15000,0.0,6098,0.34,15000,0.0,3954,0.23
1139,multa,9462c2d_122,15000,0.0,4850,0.37,15000,0.0,3414,0.25
1140,multa,9462c2d_131,5699,0.32,1405,0.48,15000,0.0,1513,0.33
1141,multa,9462c2d_135,1825,0.41,1494,0.48,15000,0.0,2617,0.28
1142,multa,9462c2d_139,343,0.51,3146,0.41,15000,0.0,2451,0.29
1143,multa,9462c2d_140,15000,0.0,25,0.71,15000,0.0,72,0.62
1144,multa,964bca0_54,9744,0.27,5261,0.36,15000,0.0,2420,0.29
1145,multa,964bca0_63,15000,0.0,1722,0.47,15000,0.0,759,0.4
1146,multa,964bca0_64,15000,0.0,173,0.61,15000,0.0,128,0.58
1147,multa,964bca0_65,15000,0.0,65,0.67,15000,0.0,1092,0.36
1148,multa,972f711_62,15000,0.0,5508,0.36,15000,0.0,2273,0.3
1149,multa,972f711_67,15000,0.0,5380,0.36,15000,0.0,2529,0.29
1150,multa,972f711_73,15000,0.0,415,0.57,15000,0.0,3443,0.25
1151,multa,972f711_74,15000,0.0,1291,0.49,15000,0.0,3081,0.26
1152,multa,9b804bd_13,7848,0.29,5344,0.36,15000,0.0,4211,0.22
1153,multa,9b804bd_23,15000,0.0,1123,0.5,15000,0.0,1268,0.35
1154,multa,9b804bd_38,7306,0.3,1796,0.46,15000,0.0,813,0.39
1155,multa,9b804bd_39,15000,0.0,685,0.54,15000,0.0,1051,0.37
1156,multa,9b804bd_43,15000,0.0,73,0.66,15000,0.0,707,0.41
1157,multa,9d724a3_73,15000,0.0,1017,0.51,15000,0.0,2679,0.28
1158,multa,9d724a3_76,15000,0.0,5669,0.35,15000,0.0,4891,0.21
1159,multa,9d724a3_78,15000,0.0,2344,0.44,15000,0.0,2381,0.29
1160,multa,9d724a3_82,15000,0.0,6660,0.34,15000,0.0,4733,0.21
1161,multa,9d724a3_84,15000,0.0,1462,0.48,15000,0.0,1085,0.36
1162,multa,9d724a3_86,15000,0.0,127,0.63,15000,0.0,1460,0.34
1163,multa,9d724a3_88,15000,0.0,1252,0.49,15000,0.0,2639,0.28
1164,multa,9e306e3_48,15000,0.0,1057,0.5,15000,0.0,3440,0.25
1165,multa,a0a19ee_91,15000,0.0,1711,0.47,15000,0.0,499,0.45
1166,multa,a0a19ee_339,15000,0.0,410,0.57,15000,0.0,580,0.43
1167,multa,a0a19ee_342,15000,0.0,2363,0.43,15000,0.0,1328,0.34
1168,multa,a0a19ee_343,15000,0.0,4036,0.39,15000,0.0,1983,0.31
1169,multa,a0a19ee_344,5120,0.33,2000,0.45,15000,0.0,3037,0.26
1170,multa,a0a19ee_345,15000,0.0,3520,0.4,15000,0.0,1778,0.32
1171,multa,a0a19ee_93,15000,0.0,265,0.59,15000,0.0,475,0.45
1172,multa,a0a19ee_95,15000,0.0,2244,0.44,15000,0.0,1991,0.31
1173,multa,a0a19ee_98,15000,0.0,4149,0.38,15000,0.0,1023,0.37
1174,multa,a0a19ee_101,15000,0.0,497,0.56,15000,0.0,945,0.38
1175,multa,a0a19ee_108,4019,0.34,858,0.52,15000,0.0,1053,0.37
1176,multa,a0a19ee_109,15000,0.0,9313,0.3,15000,0.0,15000,0.0
1177,multa,a0a19ee_113,15000,0.0,2655,0.42,15000,0.0,2602,0.28
1178,multa,a0a19ee_182,15000,0.0,1138,0.5,15000,0.0,3493,0.25
1179,multa,a0a19ee_184,15000,0.0,2472,0.43,15000,0.0,1380,0.34
1180,multa,a0a19ee_203,15000,0.0,6221,0.34,15000,0.0,5040,0.2
1181,multa,a0a19ee_352,5613,0.32,1938,0.45,15000,0.0,4118,0.23
1182,multa,a0dcb6f_402,15000,0.0,1097,0.5,15000,0.0,773,0.4
1183,multa,a0dcb6f_405,7352,0.29,552,0.55,15000,0.0,386,0.47
1184,multa,a0dcb6f_408,15000,0.0,534,0.55,15000,0.0,1291,0.35
1185,multa,a0dcb6f_412,8697,0.28,2774,0.42,15000,0.0,1354,0.34
1186,multa,a187a36_151,15000,0.0,1787,0.46,15000,0.0,2068,0.31
1187,multa,a63e3ea_23,15000,0.0,2814,0.42,15000,0.0,15000,0.0
1188,multa,a63e3ea_87,15000,0.0,128,0.63,15000,0.0,1895,0.31
1189,multa,a63e3ea_97,15000,0.0,2641,0.43,15000,0.0,15000,0.0
1190,multa,a63e3ea_218,15000,0.0,1051,0.5,15000,0.0,954,0.38
1191,multa,a63e3ea_231,15000,0.0,1996,0.45,15000,0.0,1236,0.35
1192,multa,a63e3ea_266,15000,0.0,3362,0.4,15000,0.0,4026,0.23
1193,multa,a63e3ea_267,15000,0.0,540,0.55,15000,0.0,1850,0.32
1194,multa,a63e3ea_268,8144,0.29,118,0.63,15000,0.0,974,0.38
1195,multa,a63e3ea_270,15000,0.0,3316,0.4,15000,0.0,308,0.5
1196,multa,a722ac1_356,15000,0.0,3750,0.39,15000,0.0,3030,0.26
1197,multa,a722ac1_365,15000,0.0,1109,0.5,15000,0.0,451,0.46
1198,multa,a722ac1_380,15000,0.0,228,0.6,15000,0.0,294,0.51
1199,multa,a765ce8_395,15000,0.0,1098,0.5,15000,0.0,774,0.4
1200,multa,a765ce8_398,7353,0.29,553,0.55,15000,0.0,387,0.47
1201,multa,a765ce8_401,15000,0.0,535,0.55,15000,0.0,1292,0.35
1202,multa,a765ce8_405,8698,0.28,2775,0.42,15000,0.0,1355,0.34
1203,multa,aee3681_49,15000,0.0,1009,0.51,15000,0.0,398,0.47
1204,multa,aee3681_50,15000,0.0,761,0.53,15000,0.0,2074,0.31
1205,multa,aee3681_72,6065,0.31,2293,0.44,15000,0.0,304,0.51
1206,multa,aee3681_73,15000,0.0,714,0.54,15000,0.0,666,0.42
1207,multa,af82608_389,15000,0.0,1099,0.5,15000,0.0,775,0.4
1208,multa,af82608_392,7354,0.29,554,0.55,15000,0.0,388,0.47
1209,multa,af82608_395,15000,0.0,536,0.55,15000,0.0,1293,0.35
1210,multa,af82608_399,8699,0.28,2776,0.42,15000,0.0,1356,0.34
1211,multa,b016406_394,15000,0.0,1100,0.5,15000,0.0,776,0.4
1212,multa,b016406_397,7355,0.29,555,0.55,15000,0.0,389,0.47
1213,multa,b016406_400,15000,0.0,537,0.55,15000,0.0,1294,0.35
1214,multa,b016406_404,15000,0.0,4605,0.37,15000,0.0,2676,0.28
1215,multa,b04399e_22,15000,0.0,3155,0.41,15000,0.0,15000,0.0
1216,multa,b04399e_88,15000,0.0,129,0.63,15000,0.0,1896,0.31
1217,multa,b04399e_98,15000,0.0,2602,0.43,15000,0.0,4006,0.23
1218,multa,b04399e_157,15000,0.0,4057,0.39,15000,0.0,2526,0.29
1219,multa,b04399e_205,15000,0.0,15000,0.0,15000,0.0,1946,0.31
1220,multa,b04399e_211,15000,0.0,6160,0.34,15000,0.0,2305,0.29
1221,multa,b04399e_219,15000,0.0,5867,0.35,15000,0.0,1280,0.35
1222,multa,b04399e_229,15000,0.0,619,0.55,15000,0.0,2460,0.29
1223,multa,b04399e_230,15000,0.0,1293,0.49,15000,0.0,3448,0.25
1224,multa,b04399e_232,15000,0.0,3286,0.4,15000,0.0,319,0.5
1225,multa,b04399e_236,15000,0.0,163,0.61,15000,0.0,129,0.58
1226,multa,b107cc9_96,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1227,multa,b107cc9_121,15000,0.0,948,0.51,15000,0.0,1709,0.32
1228,multa,b107cc9_140,15000,0.0,3194,0.41,15000,0.0,3346,0.25
1229,multa,b107cc9_150,15000,0.0,1644,0.47,15000,0.0,93,0.61
1230,multa,b107cc9_159,15000,0.0,6276,0.34,15000,0.0,2771,0.27
1231,multa,b107cc9_208,15000,0.0,1987,0.45,15000,0.0,898,0.38
1232,multa,b107cc9_209,15000,0.0,1696,0.47,15000,0.0,1839,0.32
1233,multa,b107cc9_213,15000,0.0,122,0.63,15000,0.0,296,0.51
1234,multa,b107cc9_215,15000,0.0,2234,0.44,15000,0.0,3092,0.26
1235,multa,b107cc9_217,15000,0.0,4095,0.39,15000,0.0,15000,0.0
1236,multa,b107cc9_222,15000,0.0,6464,0.34,15000,0.0,881,0.38
1237,multa,b107cc9_227,8469,0.28,983,0.51,15000,0.0,1065,0.37
1238,multa,b107cc9_228,15000,0.0,32,0.7,15000,0.0,45,0.65
1239,multa,b107cc9_229,990,0.45,4341,0.38,15000,0.0,1159,0.36
1240,multa,b189d15_559,15000,0.0,262,0.59,15000,0.0,77,0.62
1241,multa,b189d15_568,15000,0.0,3844,0.39,15000,0.0,15000,0.0
1242,multa,b189d15_569,15000,0.0,563,0.55,15000,0.0,1561,0.33
1243,multa,b189d15_572,15000,0.0,6528,0.34,15000,0.0,4798,0.21
1244,multa,b2ef15f_90,15000,0.0,6166,0.34,15000,0.0,2408,0.29
1245,multa,b2ef15f_96,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1246,multa,b2ef15f_101,15000,0.0,15000,0.0,15000,0.0,3569,0.24
1247,multa,b2ef15f_108,1701,0.42,282,0.59,15000,0.0,2293,0.29
1248,multa,b3d21c2_40,15000,0.0,3044,0.41,15000,0.0,15000,0.0
1249,multa,b3d21c2_50,15000,0.0,1124,0.5,15000,0.0,1269,0.35
1250,multa,b3d21c2_61,15000,0.0,2403,0.43,15000,0.0,3699,0.24
1251,multa,b3d21c2_66,1262,0.43,711,0.54,15000,0.0,3715,0.24
1252,multa,b3d21c2_73,15000,0.0,212,0.6,15000,0.0,639,0.42
1253,multa,b3d21c2_77,15000,0.0,105,0.64,15000,0.0,377,0.48
1254,multa,b3d21c2_79,15000,0.0,804,0.52,15000,0.0,1038,0.37
1255,multa,b3d21c2_80,15000,0.0,5080,0.37,15000,0.0,2506,0.29
1256,multa,b3d21c2_81,15000,0.0,4027,0.39,15000,0.0,3750,0.24
1257,multa,b3d21c2_87,15000,0.0,203,0.61,15000,0.0,462,0.46
1258,multa,b3d21c2_90,4295,0.34,2105,0.45,15000,0.0,1314,0.35
1259,multa,b3d21c2_91,15000,0.0,920,0.51,15000,0.0,1867,0.32
1260,multa,b3d21c2_95,15000,0.0,1426,0.48,15000,0.0,808,0.39
1261,multa,b3d21c2_98,15000,0.0,1316,0.49,15000,0.0,715,0.41
1262,multa,b3d21c2_106,15000,0.0,280,0.59,15000,0.0,209,0.55
1263,multa,b3d21c2_116,15000,0.0,6971,0.33,15000,0.0,2203,0.3
1264,multa,b3d21c2_126,15000,0.0,2337,0.44,15000,0.0,4351,0.22
1265,multa,b821b11_208,15000,0.0,7130,0.33,15000,0.0,4311,0.22
1266,multa,b821b11_215,15000,0.0,4065,0.39,15000,0.0,1284,0.35
1267,multa,b821b11_221,15000,0.0,972,0.51,15000,0.0,468,0.46
1268,multa,b821b11_238,15000,0.0,527,0.55,15000,0.0,704,0.41
1269,multa,b821b11_239,15000,0.0,701,0.54,15000,0.0,4658,0.21
1270,multa,b821b11_243,6679,0.3,368,0.57,15000,0.0,989,0.37
1271,multa,b8922be_70,15000,0.0,856,0.52,15000,0.0,3736,0.24
1272,multa,b8bb2bb_343,15000,0.0,5282,0.36,15000,0.0,1048,0.37
1273,multa,b8bb2bb_366,15000,0.0,1208,0.49,15000,0.0,1160,0.36
1274,multa,b8bb2bb_367,15000,0.0,5070,0.37,15000,0.0,3023,0.26
1275,multa,b8bb2bb_368,15000,0.0,2955,0.42,15000,0.0,2260,0.3
1276,multa,b8bb2bb_375,15000,0.0,2158,0.45,15000,0.0,4039,0.23
1277,multa,b8cd173_159,15000,0.0,1633,0.47,15000,0.0,407,0.47
1278,multa,b8cd173_165,15000,0.0,1869,0.46,15000,0.0,1453,0.34
1279,multa,b8ff0ff_184,4435,0.34,3336,0.4,15000,0.0,2534,0.28
1280,multa,b8ff0ff_194,344,0.51,3147,0.41,15000,0.0,2452,0.29
1281,multa,b8ff0ff_196,15000,0.0,28,0.71,15000,0.0,74,0.62
1282,multa,b8ff0ff_197,15000,0.0,335,0.58,15000,0.0,56,0.64
1283,multa,b8ff0ff_199,15000,0.0,2892,0.42,15000,0.0,834,0.39
1284,multa,b8ff0ff_203,15000,0.0,651,0.54,15000,0.0,638,0.42
1285,multa,cd11969_45,15000,0.0,2111,0.45,15000,0.0,15000,0.0
1286,multa,cd11969_55,15000,0.0,1040,0.5,15000,0.0,1188,0.36
1287,multa,cd11969_70,2022,0.4,615,0.55,15000,0.0,2993,0.26
1288,multa,cd11969_84,15000,0.0,464,0.56,15000,0.0,970,0.38
1289,multa,cd11969_85,15000,0.0,805,0.52,15000,0.0,1039,0.37
1290,multa,cd11969_86,15000,0.0,5081,0.37,15000,0.0,2507,0.29
1291,multa,cd11969_93,15000,0.0,789,0.53,15000,0.0,871,0.39
1292,multa,cd11969_95,4296,0.34,2106,0.45,15000,0.0,1315,0.35
1293,multa,cd11969_96,15000,0.0,194,0.61,15000,0.0,54,0.64
1294,multa,cd11969_97,15000,0.0,72,0.66,15000,0.0,253,0.53
1295,multa,cd11969_98,15000,0.0,155,0.62,15000,0.0,980,0.38
1296,multa,cd11969_99,15000,0.0,237,0.6,15000,0.0,277,0.52
1297,multa,cd11969_102,15000,0.0,1424,0.48,15000,0.0,685,0.41
1298,multa,cd11969_105,15000,0.0,3125,0.41,15000,0.0,2312,0.29
1299,multa,cd11969_106,15000,0.0,1630,0.47,15000,0.0,505,0.45
1300,multa,cd11969_110,15000,0.0,316,0.58,15000,0.0,290,0.51
1301,multa,cd11969_128,15000,0.0,603,0.55,15000,0.0,2023,0.31
1302,multa,cddbed6_81,15000,0.0,402,0.57,15000,0.0,997,0.37
1303,multa,cddbed6_83,15000,0.0,583,0.55,15000,0.0,1308,0.35
1304,multa,cddbed6_87,5819,0.31,1013,0.51,15000,0.0,987,0.37
1305,multa,cddbed6_97,9261,0.27,364,0.57,15000,0.0,2070,0.31
1306,multa,cddbed6_100,5201,0.32,1685,0.47,15000,0.0,15000,0.0
1307,multa,cddbed6_113,2774,0.38,413,0.57,15000,0.0,625,0.42
1308,multa,ce2bd55_44,3765,0.35,4539,0.38,15000,0.0,405,0.47
1309,multa,ce2bd55_78,15000,0.0,3797,0.39,15000,0.0,2862,0.27
1310,multa,ce2bd55_84,6934,0.3,4939,0.37,15000,0.0,4005,0.23
1311,multa,ce2bd55_87,15000,0.0,893,0.52,15000,0.0,4049,0.23
1312,multa,ce2bd55_91,15000,0.0,1418,0.48,15000,0.0,1187,0.36
1313,multa,ce2bd55_95,15000,0.0,1087,0.5,15000,0.0,1247,0.35
1314,multa,cefe040_76,15000,0.0,886,0.52,15000,0.0,1097,0.36
1315,multa,cefe040_81,15000,0.0,1164,0.5,15000,0.0,1070,0.37
1316,multa,cefe040_90,8723,0.28,1044,0.5,15000,0.0,3708,0.24
1317,multa,cefe040_92,15000,0.0,268,0.59,15000,0.0,101,0.61
1318,multa,cfe0ee3_97,15000,0.0,3233,0.41,15000,0.0,706,0.41
1319,multa,cfe0ee3_219,15000,0.0,1573,0.47,15000,0.0,1320,0.35
1320,multa,cfe0ee3_227,7575,0.29,654,0.54,15000,0.0,1010,0.37
1321,multa,cfe0ee3_230,15000,0.0,39,0.7,15000,0.0,58,0.63
1322,multa,cfe0ee3_99,15000,0.0,2144,0.45,15000,0.0,2563,0.28
1323,multa,cfe0ee3_100,15000,0.0,689,0.54,15000,0.0,566,0.43
1324,multa,cfe0ee3_103,15000,0.0,704,0.54,15000,0.0,334,0.49
1325,multa,cfe0ee3_107,5121,0.33,2001,0.45,15000,0.0,3038,0.26
1326,multa,cfe0ee3_108,15000,0.0,3521,0.4,15000,0.0,1779,0.32
1327,multa,cfe0ee3_114,5313,0.32,784,0.53,15000,0.0,991,0.37
1328,multa,cfe0ee3_136,15000,0.0,4038,0.39,15000,0.0,3856,0.23
1329,multa,cfe0ee3_141,15000,0.0,2926,0.42,15000,0.0,3542,0.24
1330,multa,cfe0ee3_154,15000,0.0,7955,0.32,15000,0.0,15000,0.0
1331,multa,d2bbc34_58,15000,0.0,7462,0.32,15000,0.0,15000,0.0
1332,multa,d2bbc34_130,15000,0.0,3784,0.39,15000,0.0,832,0.39
1333,multa,d2bbc34_138,15000,0.0,2576,0.43,15000,0.0,875,0.39
1334,multa,d2bbc34_149,15000,0.0,1393,0.48,15000,0.0,766,0.4
1335,multa,d2bbc34_151,7423,0.29,325,0.58,15000,0.0,37,0.65
1336,multa,d2bbc34_156,15000,0.0,526,0.55,15000,0.0,943,0.38
1337,multa,d2bbc34_164,9334,0.27,907,0.51,15000,0.0,1130,0.36
1338,multa,d2bbc34_185,15000,0.0,53,0.68,15000,0.0,596,0.43
1339,multa,d2bbc34_194,15000,0.0,1572,0.47,15000,0.0,2041,0.31
1340,multa,d2bbc34_197,95,0.59,1584,0.47,15000,0.0,2105,0.3
1341,multa,d66d6a2_110,15000,0.0,1569,0.47,15000,0.0,1076,0.37
1342,multa,d66d6a2_113,4827,0.33,579,0.55,15000,0.0,2150,0.3
1343,multa,d66d6a2_114,15000,0.0,11,0.74,15000,0.0,49,0.64
1344,multa,d66d6a2_131,15000,0.0,4811,0.37,15000,0.0,15000,0.0
1345,multa,d79b35d_37,15000,0.0,3045,0.41,15000,0.0,15000,0.0
1346,multa,d79b35d_47,15000,0.0,904,0.51,15000,0.0,1283,0.35
1347,multa,d79b35d_62,1758,0.41,611,0.55,15000,0.0,3075,0.26
1348,multa,d79b35d_76,15000,0.0,1931,0.45,15000,0.0,1951,0.31
1349,multa,d79b35d_78,15000,0.0,806,0.52,15000,0.0,1040,0.37
1350,multa,d79b35d_79,15000,0.0,4260,0.38,15000,0.0,2471,0.29
1351,multa,d79b35d_80,15000,0.0,3921,0.39,15000,0.0,3377,0.25
1352,multa,d79b35d_87,15000,0.0,5706,0.35,15000,0.0,1977,0.31
1353,multa,d79b35d_88,3231,0.36,1363,0.48,15000,0.0,1002,0.37
1354,multa,d79b35d_89,15000,0.0,209,0.6,15000,0.0,66,0.63
1355,multa,d79b35d_90,15000,0.0,171,0.61,15000,0.0,326,0.5
1356,multa,d79b35d_91,15000,0.0,182,0.61,15000,0.0,903,0.38
1357,multa,d79b35d_92,15000,0.0,244,0.6,15000,0.0,261,0.52
1358,multa,d79b35d_95,15000,0.0,1373,0.48,15000,0.0,939,0.38
1359,multa,d79b35d_98,15000,0.0,3126,0.41,15000,0.0,2313,0.29
1360,multa,d79b35d_99,15000,0.0,1631,0.47,15000,0.0,506,0.45
1361,multa,d79b35d_106,15000,0.0,317,0.58,15000,0.0,291,0.51
1362,multa,d79b35d_124,15000,0.0,604,0.55,15000,0.0,2024,0.31
1363,multa,db5877b_390,15000,0.0,1101,0.5,15000,0.0,777,0.4
1364,multa,db5877b_393,7356,0.29,556,0.55,15000,0.0,390,0.47
1365,multa,db5877b_396,15000,0.0,538,0.55,15000,0.0,1295,0.35
1366,multa,db5877b_400,8700,0.28,2777,0.42,15000,0.0,1357,0.34
1367,multa,dd6b5ad_71,15000,0.0,889,0.52,15000,0.0,3737,0.24
1368,multa,dd7b815_167,15000,0.0,2058,0.45,15000,0.0,1515,0.33
1369,multa,df5ecd4_99,994,0.45,2235,0.44,15000,0.0,4221,0.22
1370,multa,df5ecd4_160,15000,0.0,5001,0.37,15000,0.0,15000,0.0
1371,multa,df5ecd4_178,8505,0.28,5287,0.36,15000,0.0,2094,0.3
1372,multa,df5ecd4_181,15000,0.0,187,0.61,15000,0.0,90,0.61
1373,multa,df5ecd4_182,15000,0.0,126,0.63,15000,0.0,32,0.66
1374,multa,df5ecd4_183,15000,0.0,5167,0.36,15000,0.0,15000,0.0
1375,multa,df5ecd4_184,3963,0.35,472,0.56,15000,0.0,1397,0.34
1376,multa,df5ecd4_186,15000,0.0,130,0.63,15000,0.0,205,0.55
1377,multa,df5ecd4_188,15000,0.0,4465,0.38,15000,0.0,3565,0.24
1378,multa,e18d168_266,15000,0.0,1492,0.48,15000,0.0,4023,0.23
1379,multa,e18d168_267,15000,0.0,4658,0.37,15000,0.0,15000,0.0
1380,multa,e18d168_268,15000,0.0,1729,0.47,15000,0.0,1090,0.36
1381,multa,e18d168_270,15000,0.0,851,0.52,15000,0.0,1262,0.35
1382,multa,e18d168_289,6685,0.3,2624,0.43,15000,0.0,1959,0.31
1383,multa,e18d168_298,15000,0.0,499,0.56,15000,0.0,1694,0.33
1384,multa,e18d168_301,15000,0.0,2347,0.43,15000,0.0,1577,0.33
1385,multa,e18d168_313,15000,0.0,475,0.56,15000,0.0,2881,0.27
1386,multa,e18d168_314,15000,0.0,1134,0.5,15000,0.0,403,0.47
1387,multa,e18d168_316,15000,0.0,174,0.61,15000,0.0,703,0.41
1388,multa,e18d168_322,15000,0.0,175,0.61,15000,0.0,361,0.48
1389,multa,e18d168_324,15000,0.0,320,0.58,15000,0.0,801,0.4
1390,multa,e1cd38f_140,15000,0.0,1826,0.46,15000,0.0,3316,0.25
1391,multa,e1cd38f_154,15000,0.0,2200,0.44,15000,0.0,1808,0.32
1392,multa,e1cd38f_156,15000,0.0,2473,0.43,15000,0.0,1381,0.34
1393,multa,e1cd38f_160,15000,0.0,1726,0.47,15000,0.0,893,0.38
1394,multa,e1cd38f_162,7004,0.3,5183,0.36,15000,0.0,4715,0.21
1395,multa,e2a3198_388,15000,0.0,1102,0.5,15000,0.0,778,0.4
1396,multa,e2a3198_391,7357,0.29,557,0.55,15000,0.0,391,0.47
1397,multa,e2a3198_394,15000,0.0,539,0.55,15000,0.0,1296,0.35
1398,multa,e2a3198_398,8701,0.28,2778,0.42,15000,0.0,1358,0.34
1399,multa,e33e6ef_29,15000,0.0,835,0.52,15000,0.0,3731,0.24
1400,multa,e33e6ef_61,15000,0.0,6629,0.34,15000,0.0,2711,0.28
1401,multa,e33e6ef_62,15000,0.0,157,0.62,15000,0.0,1762,0.32
1402,multa,e33e6ef_63,15000,0.0,81,0.66,15000,0.0,817,0.39
1403,multa,e406275_61,15000,0.0,950,0.51,15000,0.0,442,0.46
1404,multa,e406275_63,15000,0.0,336,0.58,15000,0.0,894,0.38
1405,multa,e406275_64,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1406,multa,e406275_65,15000,0.0,159,0.62,15000,0.0,1105,0.36
1407,multa,e406275_67,15000,0.0,198,0.61,15000,0.0,531,0.44
1408,multa,e406275_75,4020,0.34,859,0.52,15000,0.0,1054,0.37
1409,multa,e4e4d6c_40,15000,0.0,179,0.61,15000,0.0,57,0.64
1410,multa,e4e4d6c_44,15000,0.0,575,0.55,15000,0.0,2317,0.29
1411,multa,e4e4d6c_46,15000,0.0,1050,0.5,15000,0.0,3225,0.25
1412,multa,e4e4d6c_56,15000,0.0,1103,0.5,15000,0.0,620,0.42
1413,multa,e546927_73,15000,0.0,657,0.54,15000,0.0,1718,0.32
1414,multa,e546927_74,7333,0.29,1472,0.48,15000,0.0,2054,0.31
1415,multa,e546927_78,15000,0.0,1583,0.47,15000,0.0,1056,0.37
1416,multa,e5e0011_88,15000,0.0,2245,0.44,15000,0.0,606,0.42
1417,multa,e5e0011_210,15000,0.0,1052,0.5,15000,0.0,675,0.41
1418,multa,e5e0011_218,7576,0.29,655,0.54,15000,0.0,1011,0.37
1419,multa,e5e0011_221,15000,0.0,40,0.7,15000,0.0,59,0.63
1420,multa,e5e0011_90,15000,0.0,991,0.51,15000,0.0,947,0.38
1421,multa,e5e0011_91,15000,0.0,690,0.54,15000,0.0,567,0.43
1422,multa,e5e0011_94,15000,0.0,705,0.54,15000,0.0,335,0.49
1423,multa,e5e0011_98,5122,0.33,2002,0.45,15000,0.0,3039,0.26
1424,multa,e5e0011_99,15000,0.0,3522,0.4,15000,0.0,1780,0.32
1425,multa,e5e0011_105,5314,0.32,785,0.53,15000,0.0,992,0.37
