,keyword,sentence_ID,xlm_K-rank,xlm_K-sim,xlm_S-rank,xlm_S-sim,dist_K-rank,dist_K-sim,dist_S-rank,dist_S-sim
741,multa,644a9bb_116,15000,0.0,300,0.58,15000,0.0,687,0.41
742,multa,644dcc9_406,15000,0.0,1094,0.5,15000,0.0,770,0.4
743,multa,644dcc9_409,7349,0.29,549,0.55,15000,0.0,383,0.47
744,multa,644dcc9_412,15000,0.0,531,0.55,15000,0.0,1288,0.35
745,multa,644dcc9_416,8694,0.28,2771,0.42,15000,0.0,1351,0.34
746,multa,6458c88_44,15000,0.0,3895,0.39,15000,0.0,4968,0.21
747,multa,6458c88_80,15000,0.0,3825,0.39,15000,0.0,4634,0.21
748,multa,6458c88_157,15000,0.0,4646,0.37,15000,0.0,2824,0.27
749,multa,6458c88_160,3133,0.37,1762,0.46,15000,0.0,4426,0.22
750,multa,6458c88_162,5022,0.33,2781,0.42,15000,0.0,1960,0.31
751,multa,646824a_554,15000,0.0,8190,0.31,15000,0.0,15000,0.0
752,multa,646824a_566,15000,0.0,1997,0.45,15000,0.0,376,0.48
753,multa,646824a_572,15000,0.0,890,0.52,15000,0.0,525,0.44
754,multa,6874170_88,15000,0.0,1825,0.46,15000,0.0,3315,0.25
755,multa,6874170_91,15000,0.0,3272,0.4,15000,0.0,2860,0.27
756,multa,6874170_93,15000,0.0,2335,0.44,15000,0.0,1330,0.34
757,multa,6874170_95,15000,0.0,688,0.54,15000,0.0,469,0.46
758,multa,6874170_96,15000,0.0,1725,0.47,15000,0.0,892,0.38
759,multa,6874170_98,7001,0.3,5180,0.36,15000,0.0,4712,0.21
760,multa,6874170_101,15000,0.0,1444,0.48,15000,0.0,4368,0.22
761,multa,6874170_102,15000,0.0,3073,0.41,15000,0.0,1319,0.35
762,multa,6a85bfd_73,15000,0.0,1323,0.48,15000,0.0,1580,0.33
763,multa,6a85bfd_74,15000,0.0,1307,0.49,15000,0.0,2520,0.29
764,multa,6a85bfd_102,15000,0.0,3346,0.4,15000,0.0,2343,0.29
765,multa,6a85bfd_104,15000,0.0,2062,0.45,15000,0.0,3078,0.26
766,multa,6a85bfd_105,15000,0.0,358,0.58,15000,0.0,284,0.51
767,multa,6a85bfd_117,354,0.51,2747,0.42,15000,0.0,2062,0.31
768,multa,6c5f083_100,15000,0.0,1264,0.49,15000,0.0,748,0.4
769,multa,6c5f083_106,15000,0.0,4098,0.39,15000,0.0,3387,0.25
770,multa,6c5f083_115,340,0.51,3143,0.41,15000,0.0,2448,0.29
771,multa,6dd2466_64,15000,0.0,922,0.51,15000,0.0,1631,0.33
772,multa,6dd2466_86,15000,0.0,3313,0.4,15000,0.0,15000,0.0
773,multa,6dd2466_90,15000,0.0,1345,0.48,15000,0.0,3912,0.23
774,multa,6dd2466_92,15000,0.0,4158,0.38,15000,0.0,2495,0.29
775,multa,6dd2466_93,15000,0.0,56,0.67,15000,0.0,85,0.61
776,multa,6dd2466_94,7895,0.29,1240,0.49,15000,0.0,1228,0.35
777,multa,6dd2466_95,2810,0.38,589,0.55,15000,0.0,4699,0.21
778,multa,6dd2466_100,15000,0.0,780,0.53,15000,0.0,561,0.43
779,multa,6dd2466_102,15000,0.0,543,0.55,15000,0.0,619,0.42
780,multa,6df75ce_230,15000,0.0,1973,0.45,15000,0.0,1953,0.31
781,multa,6ed3f17_143,7929,0.29,7149,0.33,15000,0.0,15000,0.0
782,multa,6ed3f17_264,15000,0.0,106,0.64,15000,0.0,81,0.62
783,multa,6ed3f17_269,15000,0.0,434,0.57,15000,0.0,615,0.42
784,multa,708b180_36,15000,0.0,3507,0.4,15000,0.0,15000,0.0
785,multa,708b180_44,15000,0.0,1292,0.49,15000,0.0,1836,0.32
786,multa,708b180_56,2019,0.4,612,0.55,15000,0.0,2990,0.26
787,multa,708b180_68,15000,0.0,3401,0.4,15000,0.0,1083,0.36
788,multa,708b180_69,15000,0.0,724,0.53,15000,0.0,856,0.39
789,multa,708b180_70,15000,0.0,2698,0.42,15000,0.0,657,0.42
790,multa,708b180_71,9767,0.27,2250,0.44,15000,0.0,2156,0.3
791,multa,708b180_72,15000,0.0,723,0.53,15000,0.0,4892,0.21
792,multa,708b180_77,3623,0.35,7285,0.33,15000,0.0,1368,0.34
793,multa,708b180_78,15000,0.0,2940,0.42,15000,0.0,1138,0.36
794,multa,708b180_79,15000,0.0,1336,0.48,15000,0.0,886,0.38
795,multa,708b180_80,4448,0.34,1391,0.48,15000,0.0,1374,0.34
796,multa,708b180_81,15000,0.0,703,0.54,15000,0.0,147,0.58
797,multa,708b180_82,15000,0.0,166,0.61,15000,0.0,338,0.49
798,multa,708b180_83,15000,0.0,149,0.62,15000,0.0,959,0.38
799,multa,708b180_84,15000,0.0,205,0.61,15000,0.0,292,0.51
800,multa,708b180_87,15000,0.0,1473,0.48,15000,0.0,1068,0.37
801,multa,708b180_90,15000,0.0,2409,0.43,15000,0.0,3959,0.23
802,multa,708b180_91,15000,0.0,3981,0.39,15000,0.0,744,0.4
803,multa,708b180_97,15000,0.0,1890,0.46,15000,0.0,4306,0.22
804,multa,708b180_108,664,0.48,3130,0.41,15000,0.0,1163,0.36
805,multa,708b180_115,15000,0.0,185,0.61,15000,0.0,1080,0.37
806,multa,708b180_116,15000,0.0,2141,0.45,15000,0.0,2165,0.3
807,multa,71e0ae7_85,15000,0.0,1708,0.47,15000,0.0,496,0.45
808,multa,71e0ae7_328,15000,0.0,1713,0.47,15000,0.0,1450,0.34
809,multa,71e0ae7_329,7224,0.3,3004,0.41,15000,0.0,2046,0.31
810,multa,71e0ae7_330,2925,0.37,1255,0.49,15000,0.0,15000,0.0
811,multa,71e0ae7_332,15000,0.0,3517,0.4,15000,0.0,1775,0.32
812,multa,71e0ae7_88,15000,0.0,666,0.54,15000,0.0,762,0.4
813,multa,71e0ae7_89,15000,0.0,2241,0.44,15000,0.0,1988,0.31
814,multa,71e0ae7_92,15000,0.0,4376,0.38,15000,0.0,884,0.38
815,multa,71e0ae7_95,15000,0.0,496,0.56,15000,0.0,944,0.38
816,multa,71e0ae7_102,3198,0.36,917,0.51,15000,0.0,1016,0.37
817,multa,71e0ae7_103,15000,0.0,15000,0.0,15000,0.0,15000,0.0
818,multa,71e0ae7_107,15000,0.0,2654,0.42,15000,0.0,2601,0.28
819,multa,71e0ae7_176,15000,0.0,1136,0.5,15000,0.0,3491,0.25
820,multa,71e0ae7_178,15000,0.0,2469,0.43,15000,0.0,1377,0.34
821,multa,71e0ae7_192,15000,0.0,6218,0.34,15000,0.0,5037,0.2
822,multa,71e0ae7_339,5610,0.32,1935,0.45,15000,0.0,4115,0.23
823,multa,7289291_81,15000,0.0,319,0.58,15000,0.0,62,0.63
824,multa,7289291_159,15000,0.0,318,0.58,15000,0.0,441,0.46
825,multa,7289291_176,8722,0.28,1043,0.5,15000,0.0,3707,0.24
826,multa,7289291_178,1807,0.41,4942,0.37,15000,0.0,1331,0.34
827,multa,7289291_183,6299,0.31,5771,0.35,15000,0.0,2773,0.27
828,multa,731dbf0_123,15000,0.0,15000,0.0,15000,0.0,15000,0.0
829,multa,731dbf0_124,15000,0.0,15000,0.0,15000,0.0,15000,0.0
830,multa,731dbf0_125,15000,0.0,15000,0.0,15000,0.0,15000,0.0
831,multa,731dbf0_128,15000,0.0,15000,0.0,15000,0.0,15000,0.0
832,multa,731dbf0_129,15000,0.0,15000,0.0,15000,0.0,15000,0.0
833,multa,731dbf0_130,15000,0.0,15000,0.0,15000,0.0,2895,0.27
834,multa,731dbf0_133,15000,0.0,15000,0.0,15000,0.0,15000,0.0
835,multa,731dbf0_134,5616,0.32,4700,0.37,15000,0.0,15000,0.0
836,multa,731dbf0_135,15000,0.0,2084,0.45,15000,0.0,15000,0.0
837,multa,731dbf0_136,15000,0.0,5406,0.36,15000,0.0,2363,0.29
838,multa,731dbf0_138,15000,0.0,830,0.52,15000,0.0,1601,0.33
839,multa,735ad07_38,15000,0.0,3110,0.41,15000,0.0,741,0.4
840,multa,735ad07_46,15000,0.0,7966,0.32,15000,0.0,4417,0.22
841,multa,735ad07_53,15000,0.0,1557,0.47,15000,0.0,1030,0.37
842,multa,735ad07_55,15000,0.0,204,0.61,15000,0.0,1155,0.36
843,multa,735ad07_61,15000,0.0,5196,0.36,15000,0.0,1081,0.36
844,multa,735ad07_77,15000,0.0,1442,0.48,15000,0.0,360,0.48
845,multa,735ad07_80,15000,0.0,1626,0.47,15000,0.0,520,0.44
846,multa,735ad07_82,15000,0.0,15000,0.0,15000,0.0,3775,0.24
847,multa,735ad07_86,15000,0.0,4199,0.38,15000,0.0,1570,0.33
848,multa,735ad07_88,15000,0.0,15000,0.0,15000,0.0,2935,0.26
849,multa,735ad07_91,15000,0.0,15000,0.0,15000,0.0,2568,0.28
850,multa,735ad07_93,15000,0.0,305,0.58,15000,0.0,829,0.39
851,multa,735ad07_97,15000,0.0,4668,0.37,15000,0.0,1840,0.32
852,multa,735ad07_100,15000,0.0,736,0.53,15000,0.0,953,0.38
853,multa,735ad07_102,15000,0.0,6996,0.33,15000,0.0,15000,0.0
854,multa,735ad07_107,15000,0.0,2699,0.42,15000,0.0,3262,0.25
855,multa,735ad07_112,15000,0.0,380,0.57,15000,0.0,659,0.42
856,multa,735ad07_113,15000,0.0,2202,0.44,15000,0.0,1477,0.34
857,multa,735ad07_119,15000,0.0,725,0.53,15000,0.0,2702,0.28
858,multa,735ad07_124,15000,0.0,942,0.51,15000,0.0,1966,0.31
859,multa,735ad07_127,15000,0.0,6092,0.35,15000,0.0,1861,0.32
860,multa,735ad07_129,15000,0.0,2798,0.42,15000,0.0,996,0.37
861,multa,735ad07_131,15000,0.0,2551,0.43,15000,0.0,1936,0.31
862,multa,735ad07_132,15000,0.0,773,0.53,15000,0.0,1008,0.37
863,multa,735ad07_133,15000,0.0,5377,0.36,15000,0.0,2548,0.28
864,multa,735ad07_134,15000,0.0,6338,0.34,15000,0.0,3660,0.24
865,multa,735ad07_136,15000,0.0,1690,0.47,15000,0.0,3232,0.25
866,multa,735ad07_138,15000,0.0,15000,0.0,15000,0.0,1384,0.34
867,multa,735ad07_140,15000,0.0,15000,0.0,15000,0.0,4939,0.21
868,multa,735ad07_142,15000,0.0,15000,0.0,15000,0.0,5004,0.2
869,multa,735ad07_144,15000,0.0,15000,0.0,15000,0.0,2053,0.31
870,multa,735ad07_145,15000,0.0,3094,0.41,15000,0.0,4631,0.21
871,multa,735ad07_148,15000,0.0,7611,0.32,15000,0.0,15000,0.0
872,multa,735ad07_150,15000,0.0,15000,0.0,15000,0.0,15000,0.0
873,multa,735ad07_156,928,0.46,1490,0.48,15000,0.0,2586,0.28
874,multa,735ad07_157,15000,0.0,2247,0.44,15000,0.0,1524,0.33
875,multa,735ad07_161,15000,0.0,267,0.59,15000,0.0,100,0.61
876,multa,735ad07_162,15000,0.0,5473,0.36,15000,0.0,1954,0.31
877,multa,735ad07_165,15000,0.0,1778,0.46,15000,0.0,4859,0.21
878,multa,735ad07_168,15000,0.0,180,0.61,15000,0.0,605,0.42
879,multa,735ad07_170,15000,0.0,69,0.66,15000,0.0,535,0.44
880,multa,735ad07_171,15000,0.0,2739,0.42,15000,0.0,4332,0.22
881,multa,73cfebc_100,15000,0.0,770,0.53,15000,0.0,266,0.52
882,multa,73cfebc_101,15000,0.0,633,0.54,15000,0.0,313,0.5
883,multa,73cfebc_102,15000,0.0,1165,0.5,15000,0.0,780,0.4
884,multa,73cfebc_103,15000,0.0,2218,0.44,15000,0.0,2772,0.27
885,multa,73cfebc_104,15000,0.0,5122,0.36,15000,0.0,601,0.43
886,multa,7401043_100,15000,0.0,5398,0.36,15000,0.0,1088,0.36
887,multa,7401043_108,15000,0.0,7009,0.33,15000,0.0,2500,0.29
888,multa,7401043_110,15000,0.0,245,0.6,15000,0.0,113,0.59
889,multa,7401043_112,15000,0.0,1076,0.5,15000,0.0,710,0.41
890,multa,7401043_116,15000,0.0,109,0.64,15000,0.0,517,0.44
891,multa,753300f_339,15000,0.0,2911,0.42,15000,0.0,2945,0.26
892,multa,753300f_340,15000,0.0,2606,0.43,15000,0.0,4734,0.21
893,multa,753300f_341,15000,0.0,7440,0.32,15000,0.0,1613,0.33
894,multa,753300f_342,15000,0.0,9273,0.3,15000,0.0,15000,0.0
895,multa,753300f_345,15000,0.0,1010,0.51,15000,0.0,330,0.5
896,multa,753300f_346,6836,0.3,796,0.52,15000,0.0,604,0.43
897,multa,753300f_347,8610,0.28,142,0.62,15000,0.0,358,0.49
898,multa,753300f_350,4753,0.33,684,0.54,15000,0.0,473,0.45
899,multa,753300f_357,15000,0.0,2142,0.45,15000,0.0,4317,0.22
900,multa,765d4ea_342,15000,0.0,5278,0.36,15000,0.0,1044,0.37
901,multa,765d4ea_365,15000,0.0,5153,0.36,15000,0.0,1387,0.34
902,multa,765d4ea_366,15000,0.0,5066,0.37,15000,0.0,3019,0.26
903,multa,765d4ea_367,15000,0.0,2952,0.42,15000,0.0,2257,0.3
904,multa,765d4ea_374,15000,0.0,2154,0.45,15000,0.0,4035,0.23
905,multa,767c669_333,15000,0.0,5279,0.36,15000,0.0,1045,0.37
906,multa,767c669_356,15000,0.0,5373,0.36,15000,0.0,1388,0.34
907,multa,767c669_357,15000,0.0,5067,0.37,15000,0.0,3020,0.26
908,multa,767c669_358,15000,0.0,2949,0.42,15000,0.0,2223,0.3
909,multa,767c669_365,15000,0.0,2155,0.45,15000,0.0,4036,0.23
910,multa,76b6e7f_141,15000,0.0,1272,0.49,15000,0.0,713,0.41
911,multa,76b6e7f_150,15000,0.0,961,0.51,15000,0.0,609,0.42
912,multa,76b6e7f_161,15000,0.0,483,0.56,15000,0.0,2249,0.3
913,multa,76b6e7f_162,7736,0.29,446,0.56,15000,0.0,2615,0.28
914,multa,76b6e7f_164,9303,0.27,333,0.58,15000,0.0,102,0.61
915,multa,78a302a_52,15000,0.0,4664,0.37,15000,0.0,15000,0.0
916,multa,78a302a_125,15000,0.0,1820,0.46,15000,0.0,2478,0.29
917,multa,78a302a_160,4329,0.34,2134,0.45,15000,0.0,15000,0.0
918,multa,78a302a_168,15000,0.0,453,0.56,15000,0.0,1880,0.31
919,multa,78a302a_169,15000,0.0,1918,0.46,15000,0.0,1487,0.34
920,multa,78a302a_171,15000,0.0,2981,0.41,15000,0.0,1645,0.33
921,multa,78a302a_175,15000,0.0,1039,0.5,15000,0.0,3126,0.26
922,multa,7c4a8f5_385,15000,0.0,2829,0.42,15000,0.0,4262,0.22
923,multa,7c4a8f5_386,15000,0.0,1830,0.46,15000,0.0,483,0.45
924,multa,7c4a8f5_387,15000,0.0,1447,0.48,15000,0.0,1703,0.33
925,multa,7c4a8f5_389,7930,0.29,584,0.55,15000,0.0,374,0.48
926,multa,7c4a8f5_391,8719,0.28,407,0.57,15000,0.0,1032,0.37
927,multa,7c4a8f5_396,9908,0.27,2673,0.42,15000,0.0,1244,0.35
928,multa,7c850af_87,15000,0.0,8709,0.31,15000,0.0,2391,0.29
929,multa,7c850af_90,15000,0.0,6751,0.33,15000,0.0,2321,0.29
930,multa,7c850af_102,9382,0.27,480,0.56,15000,0.0,63,0.63
931,multa,7c850af_104,15000,0.0,10,0.75,15000,0.0,18,0.68
932,multa,7c8d2c5_69,15000,0.0,1195,0.49,15000,0.0,2883,0.27
933,multa,7eab6c1_495,15000,0.0,3689,0.39,15000,0.0,949,0.38
934,multa,7eab6c1_530,15000,0.0,5798,0.35,15000,0.0,3083,0.26
935,multa,7eab6c1_531,15000,0.0,1953,0.45,15000,0.0,15000,0.0
936,multa,819398e_38,15000,0.0,8367,0.31,15000,0.0,15000,0.0
937,multa,819398e_49,15000,0.0,1147,0.5,15000,0.0,1189,0.36
938,multa,819398e_63,2020,0.4,613,0.55,15000,0.0,2991,0.26
939,multa,819398e_78,15000,0.0,4386,0.38,15000,0.0,1881,0.31
940,multa,819398e_80,15000,0.0,802,0.52,15000,0.0,1036,0.37
941,multa,819398e_81,15000,0.0,5619,0.35,15000,0.0,2674,0.28
942,multa,819398e_82,15000,0.0,3920,0.39,15000,0.0,3376,0.25
943,multa,819398e_89,5878,0.31,6443,0.34,15000,0.0,1827,0.32
944,multa,819398e_92,4010,0.34,2074,0.45,15000,0.0,1500,0.34
945,multa,819398e_93,15000,0.0,207,0.6,15000,0.0,64,0.63
946,multa,819398e_94,15000,0.0,169,0.61,15000,0.0,324,0.5
947,multa,819398e_95,15000,0.0,153,0.62,15000,0.0,978,0.38
948,multa,819398e_96,15000,0.0,277,0.59,15000,0.0,268,0.52
949,multa,819398e_99,15000,0.0,1372,0.48,15000,0.0,938,0.38
950,multa,819398e_102,15000,0.0,1911,0.46,15000,0.0,1637,0.33
951,multa,819398e_109,15000,0.0,372,0.57,15000,0.0,280,0.51
952,multa,819398e_126,15000,0.0,601,0.55,15000,0.0,2021,0.31
953,multa,838e245_344,15000,0.0,5280,0.36,15000,0.0,1046,0.37
954,multa,838e245_367,15000,0.0,5374,0.36,15000,0.0,1389,0.34
955,multa,838e245_368,15000,0.0,5068,0.37,15000,0.0,3021,0.26
956,multa,838e245_369,15000,0.0,2953,0.42,15000,0.0,2258,0.3
957,multa,838e245_376,15000,0.0,2156,0.45,15000,0.0,4037,0.23
958,multa,83ec27d_89,15000,0.0,3760,0.39,15000,0.0,2278,0.29
959,multa,83ec27d_126,15000,0.0,2614,0.43,15000,0.0,2855,0.27
960,multa,83ec27d_127,15000,0.0,58,0.67,15000,0.0,6,0.76
961,multa,83ec27d_128,15000,0.0,953,0.51,15000,0.0,1194,0.36
962,multa,83ec27d_134,15000,0.0,138,0.63,15000,0.0,788,0.4
963,multa,8436b4f_94,15000,0.0,1694,0.47,15000,0.0,2034,0.31
964,multa,8436b4f_96,15000,0.0,6632,0.34,15000,0.0,2167,0.3
965,multa,8436b4f_99,15000,0.0,5908,0.35,15000,0.0,15000,0.0
966,multa,8436b4f_100,15000,0.0,1602,0.47,15000,0.0,2171,0.3
967,multa,8436b4f_101,15000,0.0,15000,0.0,15000,0.0,15000,0.0
968,multa,846f57e_68,15000,0.0,1335,0.48,15000,0.0,1307,0.35
969,multa,846f57e_69,15000,0.0,1894,0.46,15000,0.0,3933,0.23
970,multa,846f57e_73,15000,0.0,731,0.53,15000,0.0,1078,0.37
971,multa,846f57e_86,341,0.51,3144,0.41,15000,0.0,2449,0.29
972,multa,85d7464_42,3596,0.35,1496,0.48,15000,0.0,2064,0.31
973,multa,85d7464_43,15000,0.0,2725,0.42,15000,0.0,1495,0.34
974,multa,85d7464_47,15000,0.0,7616,0.32,15000,0.0,2581,0.28
975,multa,85d7464_51,15000,0.0,47,0.69,15000,0.0,110,0.6
976,multa,85d7464_52,15000,0.0,760,0.53,15000,0.0,1114,0.36
977,multa,85d7464_53,15000,0.0,46,0.69,15000,0.0,11,0.69
978,multa,85d7464_54,15000,0.0,3958,0.39,15000,0.0,15000,0.0
979,multa,85d7464_55,3961,0.35,470,0.56,15000,0.0,1395,0.34
980,multa,85d7464_56,15000,0.0,117,0.63,15000,0.0,232,0.54
981,multa,85d7464_57,9573,0.27,283,0.59,15000,0.0,840,0.39
982,multa,85d7464_58,15000,0.0,346,0.58,15000,0.0,797,0.4
983,multa,85d7464_59,266,0.53,2566,0.43,15000,0.0,4019,0.23
984,multa,85d7464_60,15000,0.0,37,0.7,15000,0.0,13,0.69
985,multa,85d7464_61,15000,0.0,103,0.64,15000,0.0,1486,0.34
986,multa,881adeb_72,15000,0.0,1211,0.49,15000,0.0,2605,0.28
987,multa,889f980_131,15000,0.0,1709,0.47,15000,0.0,497,0.45
988,multa,889f980_651,15000,0.0,1714,0.47,15000,0.0,1451,0.34
989,multa,889f980_652,15000,0.0,4035,0.39,15000,0.0,1982,0.31
990,multa,889f980_653,5119,0.33,1999,0.45,15000,0.0,3036,0.26
991,multa,889f980_654,15000,0.0,3518,0.4,15000,0.0,1776,0.32
992,multa,889f980_133,15000,0.0,667,0.54,15000,0.0,763,0.4
993,multa,889f980_134,15000,0.0,2242,0.44,15000,0.0,1989,0.31
994,multa,889f980_137,15000,0.0,4377,0.38,15000,0.0,885,0.38
995,multa,889f980_140,15000,0.0,196,0.61,15000,0.0,529,0.44
996,multa,889f980_148,3199,0.36,918,0.51,15000,0.0,1017,0.37
997,multa,889f980_288,6512,0.31,455,0.56,15000,0.0,1347,0.34
998,multa,889f980_289,15000,0.0,642,0.54,15000,0.0,1067,0.37
999,multa,889f980_297,15000,0.0,935,0.51,15000,0.0,3252,0.25
1000,multa,889f980_299,15000,0.0,2470,0.43,15000,0.0,1378,0.34
1001,multa,889f980_331,6200,0.31,9211,0.3,15000,0.0,4809,0.21
1002,multa,889f980_361,15000,0.0,6219,0.34,15000,0.0,5038,0.2
1003,multa,889f980_450,15000,0.0,1955,0.45,15000,0.0,3566,0.24
1004,multa,889f980_460,15000,0.0,422,0.57,15000,0.0,478,0.45
1005,multa,889f980_461,3852,0.35,307,0.58,15000,0.0,851,0.39
1006,multa,889f980_462,15000,0.0,1870,0.46,15000,0.0,1060,0.37
1007,multa,889f980_464,7002,0.3,5181,0.36,15000,0.0,4713,0.21
1008,multa,889f980_465,15000,0.0,41,0.7,15000,0.0,302,0.51
1009,multa,889f980_661,5611,0.32,1936,0.45,15000,0.0,4116,0.23
1010,multa,88ad2ff_444,15000,0.0,2957,0.42,15000,0.0,701,0.41
1011,multa,88ad2ff_447,5666,0.32,2723,0.42,15000,0.0,2176,0.3
1012,multa,88ad2ff_448,15000,0.0,1990,0.45,15000,0.0,15000,0.0
1013,multa,8a29c72_98,15000,0.0,2078,0.45,15000,0.0,3028,0.26
1014,multa,8bfe671_402,15000,0.0,1095,0.5,15000,0.0,771,0.4
1015,multa,8bfe671_405,7350,0.29,550,0.55,15000,0.0,384,0.47
1016,multa,8bfe671_408,15000,0.0,532,0.55,15000,0.0,1289,0.35
1017,multa,8bfe671_412,8695,0.28,2772,0.42,15000,0.0,1352,0.34
1018,multa,8c00d11_15,15000,0.0,2912,0.42,15000,0.0,3947,0.23
1019,multa,8c00d11_52,15000,0.0,80,0.66,15000,0.0,539,0.44
1020,multa,8c00d11_60,15000,0.0,68,0.66,15000,0.0,622,0.42
1021,multa,8c00d11_62,15000,0.0,15000,0.0,15000,0.0,4993,0.2
1022,multa,8c00d11_63,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1023,multa,8c00d11_64,15000,0.0,8194,0.31,15000,0.0,15000,0.0
1024,multa,8c00d11_65,15000,0.0,7035,0.33,15000,0.0,15000,0.0
1025,multa,8c00d11_66,15000,0.0,8272,0.31,15000,0.0,15000,0.0
1026,multa,8c00d11_67,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1027,multa,8c00d11_68,6866,0.3,15000,0.0,15000,0.0,15000,0.0
1028,multa,8c00d11_70,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1029,multa,8c00d11_71,15000,0.0,8137,0.31,15000,0.0,15000,0.0
1030,multa,8c00d11_72,15000,0.0,855,0.52,15000,0.0,1370,0.34
1031,multa,8c00d11_74,7794,0.29,272,0.59,15000,0.0,103,0.6
1032,multa,8e3b82d_39,15000,0.0,3385,0.4,15000,0.0,15000,0.0
1033,multa,8e3b82d_49,15000,0.0,1122,0.5,15000,0.0,1267,0.35
1034,multa,8e3b82d_63,2021,0.4,614,0.55,15000,0.0,2992,0.26
1035,multa,8e3b82d_78,15000,0.0,6099,0.34,15000,0.0,2217,0.3
1036,multa,8e3b82d_79,15000,0.0,803,0.52,15000,0.0,1037,0.37
1037,multa,8e3b82d_80,15000,0.0,5079,0.37,15000,0.0,2505,0.29
1038,multa,8e3b82d_89,5085,0.33,7544,0.32,15000,0.0,1979,0.31
1039,multa,8e3b82d_93,4294,0.34,2104,0.45,15000,0.0,1313,0.35
1040,multa,8e3b82d_94,15000,0.0,208,0.6,15000,0.0,65,0.63
1041,multa,8e3b82d_95,15000,0.0,170,0.61,15000,0.0,325,0.5
1042,multa,8e3b82d_96,15000,0.0,154,0.62,15000,0.0,979,0.38
1043,multa,8e3b82d_97,15000,0.0,236,0.6,15000,0.0,276,0.52
1044,multa,8e3b82d_100,15000,0.0,1260,0.49,15000,0.0,936,0.38
1045,multa,8e3b82d_103,15000,0.0,1486,0.48,15000,0.0,2591,0.28
1046,multa,8e3b82d_104,15000,0.0,1629,0.47,15000,0.0,504,0.45
1047,multa,8e3b82d_108,15000,0.0,315,0.58,15000,0.0,289,0.51
1048,multa,8e3b82d_126,15000,0.0,602,0.55,15000,0.0,2022,0.31
1049,multa,8e81fe2_102,15000,0.0,1710,0.47,15000,0.0,498,0.45
1050,multa,8e81fe2_618,15000,0.0,3397,0.4,15000,0.0,1724,0.32
1051,multa,8e81fe2_619,15000,0.0,4944,0.37,15000,0.0,3600,0.24
1052,multa,8e81fe2_620,3990,0.35,1649,0.47,15000,0.0,4285,0.22
1053,multa,8e81fe2_621,15000,0.0,3519,0.4,15000,0.0,1777,0.32
1054,multa,8e81fe2_104,15000,0.0,668,0.54,15000,0.0,764,0.4
1055,multa,8e81fe2_105,15000,0.0,2243,0.44,15000,0.0,1990,0.31
1056,multa,8e81fe2_108,15000,0.0,4148,0.38,15000,0.0,1022,0.37
1057,multa,8e81fe2_111,15000,0.0,197,0.61,15000,0.0,530,0.44
1058,multa,8e81fe2_119,4018,0.34,857,0.52,15000,0.0,1052,0.37
1059,multa,8e81fe2_276,6513,0.31,456,0.56,15000,0.0,1348,0.34
1060,multa,8e81fe2_277,15000,0.0,1425,0.48,15000,0.0,1213,0.35
1061,multa,8e81fe2_285,15000,0.0,1137,0.5,15000,0.0,3492,0.25
1062,multa,8e81fe2_287,15000,0.0,2471,0.43,15000,0.0,1379,0.34
1063,multa,8e81fe2_316,8779,0.28,8976,0.3,15000,0.0,15000,0.0
1064,multa,8e81fe2_346,15000,0.0,6220,0.34,15000,0.0,5039,0.2
1065,multa,8e81fe2_437,15000,0.0,1956,0.45,15000,0.0,3567,0.24
1066,multa,8e81fe2_447,15000,0.0,522,0.55,15000,0.0,783,0.4
1067,multa,8e81fe2_448,3853,0.35,308,0.58,15000,0.0,852,0.39
1068,multa,8e81fe2_449,15000,0.0,1871,0.46,15000,0.0,1061,0.37
1069,multa,8e81fe2_451,7003,0.3,5182,0.36,15000,0.0,4714,0.21
1070,multa,8e81fe2_452,15000,0.0,42,0.7,15000,0.0,303,0.51
1071,multa,8e81fe2_469,15000,0.0,4751,0.37,15000,0.0,1109,0.36
1072,multa,8e81fe2_628,5612,0.32,1937,0.45,15000,0.0,4117,0.23
1073,multa,8ed012f_337,15000,0.0,5281,0.36,15000,0.0,1047,0.37
1074,multa,8ed012f_360,15000,0.0,5375,0.36,15000,0.0,1390,0.34
1075,multa,8ed012f_361,15000,0.0,5069,0.37,15000,0.0,3022,0.26
1076,multa,8ed012f_362,15000,0.0,2954,0.42,15000,0.0,2259,0.3
1077,multa,8ed012f_369,15000,0.0,2157,0.45,15000,0.0,4038,0.23
1078,multa,8eff719_59,15000,0.0,1005,0.51,15000,0.0,3229,0.25
1079,multa,8eff719_71,15000,0.0,546,0.55,15000,0.0,1171,0.36
1080,multa,8eff719_79,15000,0.0,5528,0.36,15000,0.0,5142,0.2
1081,multa,8eff719_103,2120,0.4,828,0.52,15000,0.0,1764,0.32
1082,multa,8eff719_164,15000,0.0,2424,0.43,15000,0.0,5130,0.2
1083,multa,8eff719_166,15000,0.0,450,0.56,15000,0.0,1711,0.32
1084,multa,8eff719_168,15000,0.0,8846,0.31,15000,0.0,15000,0.0
1085,multa,8eff719_169,15000,0.0,7626,0.32,15000,0.0,3618,0.24
1086,multa,8eff719_170,15000,0.0,51,0.68,15000,0.0,1751,0.32
1087,multa,8eff719_171,15000,0.0,15000,0.0,15000,0.0,15000,0.0
